z,p,k,epsilon
0,-4.121551,0.3334086,1.66454
0.7040816,-4.134363,0.9966062,0.5240192
1.408163,-4.226276,1.401749,0.7333856
2.112245,-4.216783,1.610477,0.9246274
2.816327,-4.02753,1.544578,0.9319328
3.520408,-3.625779,1.217435,0.567292
4.22449,-3.165379,0.9934511,0.2760039
4.928571,-2.761868,0.8788307,0.1563666
5.632653,-2.447984,0.7867033,0.09634721
6.336735,-2.180752,0.7099586,0.06319234
7.040816,-1.950014,0.6474736,0.0438486
7.744898,-1.747774,0.5979459,0.0321723
8.44898,-1.569185,0.5592909,0.02484914
9.153061,-1.410979,0.5292029,0.02005546
9.857143,-1.270405,0.5057367,0.01676895
10.56122,-1.146,0.4875649,0.01444061
11.26531,-1.035773,0.473351,0.01271521
11.96939,-0.9380696,0.4622094,0.01139596
12.67347,-0.851218,0.453301,0.01034959
13.37755,-0.7734095,0.4460275,0.009493218
14.08163,-0.7047739,0.4400924,0.008789435
14.78571,-0.6426602,0.4351329,0.008194269
15.4898,-0.5891067,0.4309077,0.007684971
16.19388,-0.5390183,0.4271209,0.007231785
16.89796,-0.4945549,0.423802,0.006835323
17.60204,-0.4540914,0.4207889,0.006480565
18.30612,-0.4172281,0.4180287,0.006160214
19.0102,-0.3848134,0.4155334,0.005879075
19.71429,-0.3547171,0.4131624,0.005620794
20.41837,-0.3271672,0.4109219,0.005383892
21.12245,-0.3022454,0.4088111,0.005168133
21.82653,-0.2828529,0.4071005,0.005000345
22.53061,-0.2599892,0.4049657,0.004804741
23.23469,-0.238441,0.402903,0.004619314
23.93878,-0.2183888,0.4010235,0.00445218
24.64286,-0.2019684,0.3992942,0.004313778
25.34694,-0.1862788,0.397566,0.004176586
26.05102,-0.1714325,0.3958561,0.004043853
26.7551,-0.1579809,0.3942967,0.003933189
27.45918,-0.1451863,0.39273,0.003822376
28.16327,-0.1329617,0.3911965,0.003716437
28.86735,-0.1217201,0.3898282,0.003628667
29.57143,-0.1110086,0.3884532,0.003540756
30.27551,-0.1007446,0.3871067,0.00345603
30.97959,-0.09102719,0.3859727,0.003388988
31.68367,-0.08166827,0.3848338,0.003321843
32.38776,-0.07262322,0.3837054,0.003255819
33.09184,-0.0644091,0.3828299,0.00320689
33.79592,-0.05645581,0.3819743,0.003159282
34.5,-0.04894991,0.3811125,0.003111544
