z,U_0,U_1,U_2
0,0,0,0
0.7040816,-0.8509165,0.1206356,0.08983375
1.408163,-0.8516309,0.1214531,0.1617528
2.112245,-0.7995173,0.1274485,0.229876
2.816327,-0.7044225,0.1334679,0.2891523
3.520408,-0.5428382,0.1383789,0.3264601
4.22449,-0.2870989,0.13717,0.3278237
4.928571,0.08109043,0.114408,0.2777402
5.632653,0.9535661,0.01814103,0.07901505
6.336735,3.466947,0.04779745,-0.145046
7.040816,3.997737,0.01077188,-0.1867995
7.744898,4.369281,-0.01099123,-0.2031632
8.44898,4.659224,-0.0188501,-0.1977296
9.153061,4.854337,-0.01971295,-0.1826742
9.857143,4.987221,-0.01843582,-0.1647271
10.56122,5.082439,-0.01645611,-0.1468952
11.26531,5.15563,-0.0144007,-0.1302051
11.96939,5.215769,-0.01249508,-0.1148946
12.67347,5.2675,-0.0107977,-0.1009619
13.37755,5.313814,-0.009302827,-0.08825999
14.08163,5.355219,-0.008023805,-0.07696885
14.78571,5.389399,-0.007022653,-0.06783662
15.4898,5.429666,-0.005905097,-0.05738406
16.19388,5.463295,-0.005115124,-0.04917977
16.89796,5.494836,-0.004345699,-0.04180866
17.60204,5.524518,-0.003758777,-0.03518974
18.30612,5.552693,-0.003264991,-0.02924565
19.0102,5.579212,-0.002794227,-0.0240646
19.71429,5.604515,-0.002440011,-0.01934315
20.41837,5.62848,-0.002091043,-0.01505387
21.12245,5.651001,-0.001807227,-0.01124667
21.82653,5.669131,-0.001621356,-0.008331559
22.53061,5.69254,-0.001441257,-0.004793813
23.23469,5.712358,-0.001191493,-0.001832225
23.93878,5.730545,-0.001083509,0.0008155057
24.64286,5.747842,-0.0009406321,0.002997837
25.34694,5.76425,-0.0007825549,0.005209512
26.05102,5.779382,-0.0007296759,0.007197407
26.7551,5.793795,-0.0006294937,0.009004288
27.45918,5.807472,-0.000523537,0.01079335
28.16327,5.819857,-0.0004908262,0.01242057
28.86735,5.831593,-0.0004194021,0.01392146
29.57143,5.842628,-0.0003433986,0.01540607
30.27551,5.852446,-0.0003193174,0.0167602
30.97959,5.861685,-0.0002673559,0.01802979
31.68367,5.870141,-0.0002084179,0.01933286
32.38776,5.877571,-0.000187359,0.02055954
33.09184,5.884494,-0.0001497363,0.0216894
33.79592,5.890435,-0.0001011251,0.02274413
34.5,5.895676,-7.384811e-05,0.02366488
