z,p,k,epsilon
1.817133e-18,-4.016824,0.3603755,1.870015
0.7040816,-4.018579,0.8841068,0.3483462
1.408163,-4.076529,1.221164,0.4899773
2.112245,-4.109157,1.498791,0.6871953
2.816327,-4.089918,1.689261,0.8976701
3.520408,-3.978039,1.712195,1.009588
4.22449,-3.74272,1.586911,0.912179
4.928571,-3.475516,1.407399,0.6252658
5.632653,-3.223116,1.257828,0.3921079
6.336735,-2.953745,1.116625,0.2390173
7.040816,-2.706974,0.9855277,0.1472564
7.744898,-2.468009,0.8687179,0.09235149
8.44898,-2.241709,0.7717574,0.06011009
9.153061,-2.030671,0.6945617,0.04119087
9.857143,-1.836736,0.6337265,0.02970932
10.56122,-1.660626,0.5862268,0.02254
11.26531,-1.502188,0.5492658,0.01791492
11.96939,-1.360356,0.5206404,0.01482808
12.67347,-1.233759,0.4984658,0.01268548
13.37755,-1.120611,0.4812081,0.01113616
14.08163,-1.019957,0.467876,0.009988125
14.78571,-0.9333533,0.457735,0.009129883
15.4898,-0.8506811,0.4485406,0.008353718
16.19388,-0.7794047,0.4416378,0.007761694
16.89796,-0.7157312,0.4358117,0.007256982
17.60204,-0.6582301,0.4308417,0.006821933
18.30612,-0.6056455,0.4265152,0.006442268
19.0102,-0.5593515,0.4227364,0.006109757
19.71429,-0.5172702,0.4193949,0.005815633
20.41837,-0.4784596,0.416336,0.005549106
21.12245,-0.4422109,0.4135253,0.00530861
21.82653,-0.4099396,0.410965,0.005094257
22.53061,-0.3827815,0.4085429,0.004897417
23.23469,-0.3557862,0.4062207,0.004713736
23.93878,-0.3287234,0.4039274,0.004533729
24.64286,-0.3065383,0.4019036,0.004384094
25.34694,-0.2848663,0.3998931,0.004238037
26.05102,-0.2640961,0.3979532,0.004099526
26.7551,-0.246107,0.3961864,0.003981418
27.45918,-0.2283672,0.394427,0.003864814
28.16327,-0.211242,0.3927382,0.003755131
28.86735,-0.196017,0.3912213,0.003662325
29.57143,-0.1809839,0.389712,0.003570509
30.27551,-0.1663211,0.3882677,0.003484078
30.97959,-0.1529932,0.3870172,0.003412698
31.68367,-0.1398791,0.3857852,0.003342886
32.38776,-0.1268568,0.3845999,0.003276281
33.09184,-0.1148171,0.3836342,0.003223743
33.79592,-0.1031406,0.3827175,0.003174346
34.5,-0.09148003,0.3818105,0.00312551
