z,p,k,epsilon
0,-4.277505,0.3654995,1.9101
0.7040816,-4.314905,0.5601309,0.1382784
1.408163,-4.371242,0.6827924,0.1404496
2.112245,-4.417183,0.7545132,0.170965
2.816327,-4.457752,0.8493052,0.2540294
3.520408,-4.439024,1.009963,0.3882178
4.22449,-4.311714,1.161727,0.4222749
4.928571,-4.193842,1.369332,0.5023279
5.632653,-4.013577,1.468667,0.5543375
6.336735,-3.777123,1.419891,0.5053583
7.040816,-3.517628,1.277992,0.3803676
7.744898,-3.25349,1.124215,0.2553985
8.44898,-2.998655,0.9984966,0.1681953
9.153061,-2.759723,0.8932467,0.1119837
9.857143,-2.537571,0.8011821,0.07507635
10.56122,-2.332023,0.7222765,0.05107608
11.26531,-2.142755,0.6570876,0.03571569
11.96939,-1.969044,0.6045798,0.02593567
12.67347,-1.810431,0.5629447,0.01966903
13.37755,-1.666008,0.5300578,0.01556257
14.08163,-1.53625,0.5044607,0.01284607
14.78571,-1.425545,0.4851273,0.01103098
15.4898,-1.308939,0.4678968,0.009558415
16.19388,-1.211289,0.4553284,0.008565643
16.89796,-1.1221,0.4452451,0.007799115
17.60204,-1.040839,0.4370119,0.007185377
18.30612,-0.9657524,0.4303085,0.006689857
19.0102,-0.8987268,0.4247941,0.006279781
19.71429,-0.8369882,0.4202245,0.00593539
20.41837,-0.7800411,0.4162675,0.005633783
21.12245,-0.7278994,0.4128033,0.005368407
21.82653,-0.6817333,0.4097883,0.005137035
22.53061,-0.6372798,0.4070334,0.004926146
23.23469,-0.5972986,0.404473,0.00473319
23.93878,-0.5579864,0.4020091,0.004547871
24.64286,-0.5261564,0.3998809,0.004393915
25.34694,-0.4945791,0.3977881,0.004244033
26.05102,-0.4645858,0.3957839,0.004102351
26.7551,-0.4399937,0.3939949,0.003982522
27.45918,-0.4155146,0.3922216,0.003864355
28.16327,-0.3924346,0.3905228,0.00375335
28.86735,-0.3723502,0.3890173,0.003659919
29.57143,-0.3522396,0.3875244,0.003567566
30.27551,-0.3324405,0.3860955,0.003480652
30.97959,-0.3151375,0.3848704,0.003409138
31.68367,-0.2979839,0.3836699,0.003339292
32.38776,-0.2811685,0.382516,0.003272652
33.09184,-0.2608757,0.3815859,0.003220279
33.79592,-0.2381849,0.3807175,0.003171223
34.5,-0.2153513,0.3798577,0.003122712
