z,p,k,epsilon
0,-2.625872,0.5907317,3.925305
0.7040816,-2.666118,0.7096816,0.2670003
1.408163,-2.702852,0.8239556,0.2375107
2.112245,-2.731568,0.8546478,0.2299627
2.816327,-2.756991,0.8496015,0.2264752
3.520408,-2.811165,0.8461085,0.2393665
4.22449,-2.877577,0.8934515,0.2921997
4.928571,-2.91669,0.9893146,0.3807705
5.632653,-2.919234,1.070567,0.4554676
6.336735,-2.857507,1.073017,0.4454178
7.040816,-2.714516,0.9826011,0.314141
7.744898,-2.521778,0.8824762,0.1780625
8.44898,-2.322359,0.8114798,0.1043851
9.153061,-2.132,0.7511555,0.06674302
9.857143,-1.9549,0.6953017,0.0455536
10.56122,-1.791882,0.6455284,0.03278996
11.26531,-1.642282,0.6028559,0.02470438
11.96939,-1.505216,0.5672314,0.01942263
12.67347,-1.379971,0.5380163,0.01585147
13.37755,-1.265028,0.5141537,0.01335435
14.08163,-1.161653,0.4950523,0.01157404
14.78571,-1.069407,0.4797573,0.01027042
15.4898,-0.9820203,0.4669979,0.009248451
16.19388,-0.9021846,0.4564575,0.008431885
16.89796,-0.830783,0.4477416,0.007770799
17.60204,-0.7656201,0.4404218,0.007222569
18.30612,-0.7051214,0.434069,0.006751707
19.0102,-0.6514553,0.4287518,0.006360156
19.71429,-0.6021109,0.4241215,0.006018517
20.41837,-0.5563389,0.4199462,0.005712865
21.12245,-0.5132281,0.4161931,0.005439596
21.82653,-0.4795019,0.4132599,0.005229279
22.53061,-0.4460999,0.4103224,0.005022218
23.23469,-0.4092503,0.4072096,0.004805059
23.93878,-0.3734279,0.4041712,0.004593306
24.64286,-0.3463417,0.401778,0.004436271
25.34694,-0.3201986,0.3994171,0.004281295
26.05102,-0.2950775,0.397135,0.004132513
26.7551,-0.2731289,0.3951375,0.00401021
27.45918,-0.2519012,0.3931503,0.003888381
28.16327,-0.2314252,0.3912407,0.003772626
28.86735,-0.2130676,0.3895852,0.00367766
29.57143,-0.195344,0.3879289,0.003582832
30.27551,-0.1780927,0.3863278,0.003491833
30.97959,-0.1624508,0.3850098,0.003420315
31.68367,-0.1473145,0.3836863,0.003348776
32.38776,-0.1324144,0.382377,0.003278309
33.09184,-0.1188871,0.3813958,0.003226905
33.79592,-0.1058192,0.3804264,0.003176557
34.5,-0.09292449,0.3794544,0.003126181
