z,p,k,epsilon
3.634307e-18,1.950753,0.6543726,4.575556
0.7040816,1.99434,0.8581028,0.3076789
1.408163,1.991178,0.9601973,0.2472726
2.112245,2.106269,0.921228,0.181333
2.816327,2.261678,0.8642947,0.1315938
3.520408,2.313789,0.8131948,0.09798108
4.22449,2.177035,0.7539292,0.07281771
4.928571,1.936801,0.6999443,0.05542739
5.632653,1.772545,0.6502665,0.04269705
6.336735,1.581599,0.6138959,0.03437391
7.040816,1.40199,0.5848935,0.02842759
7.744898,1.23465,0.5612894,0.02403235
8.44898,1.079684,0.5416396,0.02067896
9.153061,0.9390264,0.5250917,0.018064
9.857143,0.8127847,0.5109924,0.01598229
10.56122,0.700819,0.4989219,0.01430178
11.26531,0.6020489,0.4884467,0.0129199
11.96939,0.5153561,0.4793027,0.01176635
12.67347,0.4396094,0.4712728,0.01079229
13.37755,0.3732581,0.4641318,0.00995584
14.08163,0.3168985,0.4579049,0.009247083
14.78571,0.2724386,0.4528146,0.008684794
15.4898,0.2231796,0.4471433,0.008076708
16.19388,0.1864459,0.4425623,0.007597493
16.89796,0.155879,0.4382896,0.007167964
17.60204,0.1281778,0.4344409,0.006786381
18.30612,0.104244,0.4308011,0.006440712
19.0102,0.08443085,0.4274665,0.006130462
19.71429,0.0672348,0.4243406,0.005848667
20.41837,0.05322375,0.4213582,0.005590073
21.12245,0.03990531,0.418568,0.005355549
21.82653,0.03097125,0.4163459,0.005174399
22.53061,0.02123458,0.4134393,0.00494417
23.23469,0.01506307,0.4108904,0.004752125
23.93878,0.008098883,0.4085406,0.004582038
24.64286,0.003116022,0.4063432,0.004424554
25.34694,9.312806e-06,0.4041751,0.004276451
26.05102,-0.004153784,0.4021004,0.004141846
26.7551,-0.006521423,0.4001395,0.00401593
27.45918,-0.007805153,0.3982133,0.003896771
28.16327,-0.009968857,0.3963987,0.003790051
28.86735,-0.01084621,0.3946793,0.003689793
29.57143,-0.01089162,0.3930142,0.003595546
30.27551,-0.01173164,0.3914648,0.003511773
30.97959,-0.01173708,0.3900053,0.003433237
31.68367,-0.0108703,0.3886354,0.003361306
32.38776,-0.01063455,0.3873748,0.003297456
33.09184,-0.01008987,0.3861969,0.003237967
33.79592,-0.008820083,0.3851652,0.003186815
34.5,-0.008165709,0.3842232,0.003141116
