z,U_0,U_1,U_2
0,0,0,0
0.7040816,-0.4372394,1.386924,-0.0289867
1.408163,0.3025185,1.441662,-0.08151487
2.112245,0.8219841,1.516725,-0.07376737
2.816327,1.158511,1.601672,0.05747599
3.520408,1.405856,1.689142,0.2924431
4.22449,1.650315,1.783622,0.6100962
4.928571,2.003528,1.887267,0.982037
5.632653,2.542904,1.975415,1.303171
6.336735,3.215124,1.999711,1.407554
7.040816,3.789077,1.974092,1.269661
7.744898,4.163678,1.958331,1.050226
8.44898,4.371637,1.958841,0.8419948
9.153061,4.506921,1.970861,0.6858124
9.857143,4.600205,1.986522,0.567496
10.56122,4.671866,2.002517,0.477802
11.26531,4.731533,2.018045,0.4087535
11.96939,4.783836,2.032842,0.3543175
12.67347,4.831004,2.046949,0.3105995
13.37755,4.874658,2.060543,0.2746578
14.08163,4.914399,2.073264,0.2453573
14.78571,4.947338,2.083959,0.2233963
15.4898,4.987124,2.097221,0.1991892
16.19388,5.020586,2.108462,0.1814217
16.89796,5.051969,2.119112,0.1661785
17.60204,5.081663,2.12936,0.1528964
18.30612,5.110086,2.139182,0.1410469
19.0102,5.13682,2.148624,0.131146
19.71429,5.162499,2.157674,0.1222015
20.41837,5.186667,2.166234,0.1142899
21.12245,5.209478,2.174412,0.1073879
21.82653,5.229259,2.181497,0.1017631
22.53061,5.251527,2.189491,0.0958644
23.23469,5.271425,2.196746,0.09092643
23.93878,5.290668,2.20368,0.0861841
24.64286,5.308007,2.210046,0.08281766
25.34694,5.325006,2.216292,0.0793724
26.05102,5.340792,2.222022,0.07630288
26.7551,5.355307,2.227376,0.07394228
27.45918,5.369517,2.232617,0.07153813
28.16327,5.382481,2.237341,0.0694623
28.86735,5.394275,2.241689,0.06787739
29.57143,5.405739,2.245913,0.06627226
30.27551,5.416078,2.249672,0.06488574
30.97959,5.42528,2.253042,0.06391096
31.68367,5.434031,2.256242,0.06293807
32.38776,5.441918,2.259085,0.06206093
33.09184,5.448677,2.261522,0.06155788
33.79592,5.454748,2.263702,0.06105535
34.5,5.460329,2.265683,0.06057702
