z,p,k,epsilon
0,2.259442,0.4027171,2.209535
0.7040816,2.305465,0.570139,0.1830025
1.408163,2.299365,0.6390442,0.1421201
2.112245,2.233036,0.6317277,0.1025651
2.816327,2.104484,0.6196775,0.07680543
3.520408,1.939258,0.6069448,0.05989694
4.22449,1.702362,0.5917296,0.04802491
4.928571,1.495502,0.5738418,0.03901681
5.632653,1.274988,0.5550208,0.03224351
6.336735,1.078702,0.5376327,0.02712573
7.040816,0.9057522,0.5222282,0.02320458
7.744898,0.7548973,0.5087024,0.02014157
8.44898,0.6242088,0.4968763,0.01770895
9.153061,0.5114611,0.4864877,0.0157426
9.857143,0.4152962,0.4774509,0.01413936
10.56122,0.3338262,0.469578,0.0128153
11.26531,0.2652591,0.4626643,0.01170534
11.96939,0.2077663,0.4565665,0.01076489
12.67347,0.1596588,0.451183,0.009960336
13.37755,0.1192655,0.4463569,0.0092608
14.08163,0.08587185,0.442093,0.008658798
14.78571,0.05836829,0.4383048,0.008139202
15.4898,0.03597284,0.4346827,0.007658263
16.19388,0.01739561,0.4314314,0.007238508
16.89796,0.001890214,0.4284414,0.006862104
17.60204,-0.01060597,0.4256054,0.006519787
18.30612,-0.02117688,0.4229523,0.006208085
19.0102,-0.02916452,0.4204878,0.005931099
19.71429,-0.03543206,0.4180958,0.005674822
20.41837,-0.04071204,0.4158257,0.005438979
21.12245,-0.04468387,0.4136352,0.005220619
21.82653,-0.047283,0.4118207,0.005047836
22.53061,-0.05065494,0.4096449,0.004853011
23.23469,-0.05222444,0.4075476,0.004671145
23.93878,-0.05293902,0.4055569,0.004501212
24.64286,-0.05220905,0.4037221,0.00436059
25.34694,-0.05156676,0.4018997,0.004221105
26.05102,-0.05142981,0.4001218,0.004086653
26.7551,-0.04955829,0.3984542,0.003973382
27.45918,-0.04800971,0.3967951,0.003860314
28.16327,-0.04676344,0.3951826,0.003752414
28.86735,-0.04433784,0.3937111,0.003662229
29.57143,-0.04216351,0.3922444,0.00357215
30.27551,-0.04031848,0.3908174,0.003485486
30.97959,-0.03740753,0.3895892,0.00341634
31.68367,-0.03464261,0.3883629,0.003347229
32.38776,-0.0321822,0.3871533,0.003279161
33.09184,-0.02924831,0.3862029,0.003228821
33.79592,-0.02621184,0.3852705,0.003179573
34.5,-0.02361837,0.3843407,0.003130362
