z,U_0,U_1,U_2
3.634151e-18,-6.13523e-17,-5.287657e-17,-1.673006e-20
0.7040816,-0.6759763,-0.6627801,-0.1240169
1.408163,-0.398431,-0.425708,-0.2729438
2.112245,0.0339499,-0.06562095,-0.4544187
2.816327,0.6823159,0.3645113,-0.6373824
3.520408,1.383879,0.6851685,-0.747268
4.22449,2.037404,0.8623041,-0.8012444
4.928571,2.696504,1.007541,-0.8249327
5.632653,3.352546,1.194754,-0.8115107
6.336735,3.862885,1.382521,-0.7619725
7.040816,4.21555,1.542975,-0.6878763
7.744898,4.441826,1.666819,-0.6042601
8.44898,4.588352,1.761428,-0.5216999
9.153061,4.689079,1.834949,-0.445129
9.857143,4.76328,1.893113,-0.3772211
10.56122,4.821363,1.939631,-0.3184455
11.26531,4.869324,1.977156,-0.2680752
11.96939,4.91063,2.00801,-0.2251049
12.67347,4.94725,2.033847,-0.188625
13.37755,4.980783,2.055843,-0.1573843
14.08163,5.011223,2.074526,-0.1313108
14.78571,5.036842,2.089274,-0.111254
15.4898,5.067084,2.105548,-0.08954642
16.19388,5.092943,2.118511,-0.07375217
16.89796,5.117549,2.130305,-0.06007108
17.60204,5.140862,2.14107,-0.04848543
18.30612,5.16341,2.150891,-0.0384463
19.0102,5.184932,2.160095,-0.03005125
19.71429,5.205693,2.168754,-0.02280783
20.41837,5.225567,2.176929,-0.01642492
21.12245,5.244406,2.184525,-0.01079807
21.82653,5.261055,2.191065,-0.006393896
22.53061,5.279334,2.198341,-0.001843221
23.23469,5.295794,2.204718,0.001641608
23.93878,5.312452,2.211187,0.005535616
24.64286,5.327375,2.217,0.008289569
25.34694,5.341713,2.222497,0.01071446
26.05102,5.355408,2.227815,0.01326339
26.7551,5.368019,2.232684,0.01534582
27.45918,5.380228,2.23736,0.01719364
28.16327,5.39173,2.24183,0.01912931
28.86735,5.402164,2.245885,0.02069988
29.57143,5.412239,2.249776,0.02208084
30.27551,5.421668,2.253477,0.02356871
30.97959,5.430111,2.256848,0.02460092
31.68367,5.438106,2.260014,0.02538828
32.38776,5.445666,2.263063,0.02614227
33.09184,5.452274,2.265858,0.02649578
33.79592,5.458064,2.268258,0.02677851
34.5,5.463627,2.270609,0.02712161
