z,p,k,epsilon
0,3.794606,0.5966638,3.983781
0.7040816,3.664537,0.863903,0.2728263
1.408163,3.583079,1.004236,0.2343561
2.112245,3.754407,1.102374,0.2207172
2.816327,4.060465,1.236185,0.2271081
3.520408,4.369216,1.412811,0.2501236
4.22449,4.473692,1.61797,0.2859075
4.928571,4.102429,1.787295,0.3155876
5.632653,2.995423,1.825942,0.3066762
6.336735,1.434233,1.631103,0.2282243
7.040816,0.2279909,1.301605,0.1339336
7.744898,-0.4437243,1.017348,0.07493114
8.44898,-0.5943464,0.8084635,0.04388345
9.153061,-0.6461058,0.6812613,0.02921623
9.857143,-0.6371236,0.6015261,0.02157538
10.56122,-0.6062026,0.5508716,0.01720208
11.26531,-0.5687505,0.5175905,0.01444888
11.96939,-0.5304892,0.4946024,0.01255339
12.67347,-0.4939763,0.4780727,0.01116582
13.37755,-0.4597271,0.4656569,0.01009364
14.08163,-0.4289882,0.4561854,0.009251055
14.78571,-0.4036701,0.4494088,0.008631532
15.4898,-0.3736214,0.4422486,0.007962764
16.19388,-0.3491665,0.4369886,0.007457768
16.89796,-0.3266688,0.4325051,0.007024021
17.60204,-0.3066224,0.4285947,0.006645651
18.30612,-0.2878381,0.4250536,0.006304974
19.0102,-0.2705468,0.4218989,0.006001648
19.71429,-0.2544739,0.4189722,0.005724939
20.41837,-0.2391225,0.4162833,0.00547625
21.12245,-0.2246608,0.4137763,0.005251325
21.82653,-0.2126077,0.4116337,0.00506282
22.53061,-0.1993444,0.4091929,0.00485619
23.23469,-0.189449,0.4070473,0.004680148
23.93878,-0.1766629,0.404877,0.004508299
24.64286,-0.1658082,0.4029289,0.004359283
25.34694,-0.1571887,0.4010174,0.004217539
26.05102,-0.1472392,0.3991609,0.004085853
26.7551,-0.1383174,0.3974241,0.003967073
27.45918,-0.1307265,0.3957173,0.003852901
28.16327,-0.1220777,0.3940801,0.003748044
28.86735,-0.1142595,0.3925585,0.003653687
29.57143,-0.1074145,0.3910718,0.003563179
30.27551,-0.09981411,0.3896656,0.003480575
30.97959,-0.09256891,0.3883829,0.003407096
31.68367,-0.0861287,0.3871539,0.003337932
32.38776,-0.07911562,0.386003,0.003274625
33.09184,-0.07196097,0.3849846,0.003219608
33.79592,-0.06577114,0.3840592,0.003170484
34.5,-0.05931499,0.38319,0.003124716
