z,p,k,epsilon
0,-1.366656,0.4385143,2.510573
0.7040816,-1.351224,0.3953396,0.1343579
1.408163,-1.349059,0.4597159,0.0960822
2.112245,-1.347485,0.5073768,0.08390471
2.816327,-1.33485,0.5396551,0.07426402
3.520408,-1.309315,0.5534122,0.06400816
4.22449,-1.266553,0.5519821,0.05319083
4.928571,-1.207743,0.5423106,0.04340905
5.632653,-1.146934,0.5305146,0.03562612
6.336735,-1.088843,0.5187107,0.02970011
7.040816,-1.034659,0.5076153,0.0251682
7.744898,-0.9841072,0.4973581,0.02165019
8.44898,-0.9365839,0.4879113,0.01887469
9.153061,-0.8912712,0.479188,0.01664402
9.857143,-0.8479619,0.4712057,0.01483534
10.56122,-0.8063832,0.4639295,0.01334958
11.26531,-0.766358,0.4572963,0.01211121
11.96939,-0.7276019,0.451279,0.01106966
12.67347,-0.6902731,0.4458477,0.0101855
13.37755,-0.653965,0.440902,0.009422763
14.08163,-0.6193814,0.4364913,0.008771823
14.78571,-0.5858836,0.4325628,0.008215023
15.4898,-0.5541112,0.428802,0.007703757
16.19388,-0.5232613,0.4254195,0.007260518
16.89796,-0.494383,0.4223212,0.006866189
17.60204,-0.466239,0.4193932,0.006509423
18.30612,-0.4400113,0.4166747,0.006187145
19.0102,-0.4155092,0.414162,0.005902551
19.71429,-0.3915463,0.4117339,0.005640246
20.41837,-0.3693065,0.409437,0.005400053
21.12245,-0.347881,0.4072301,0.005178494
21.82653,-0.330654,0.4054131,0.00500402
22.53061,-0.3120481,0.4034211,0.00482579
23.23469,-0.2923155,0.4012964,0.004638654
23.93878,-0.272759,0.3992023,0.00445535
24.64286,-0.2571125,0.3974114,0.004315355
25.34694,-0.2417991,0.3956314,0.004176507
26.05102,-0.2276747,0.3938918,0.004042797
26.7551,-0.2143897,0.3922892,0.003930932
27.45918,-0.2015699,0.3906909,0.003819227
28.16327,-0.1895981,0.389139,0.003712755
28.86735,-0.1784747,0.3877458,0.003624357
29.57143,-0.1676273,0.3863542,0.00353602
30.27551,-0.1573558,0.3850009,0.0034511
30.97959,-0.1478209,0.3838567,0.003383788
31.68367,-0.1383705,0.3827124,0.00331649
32.38776,-0.1290589,0.3815834,0.003250196
33.09184,-0.1200298,0.3807114,0.003201512
33.79592,-0.1108611,0.3798584,0.003153892
34.5,-0.1019683,0.3790036,0.003106263
