z,U_0,U_1,U_2
3.634151e-18,8.33065e-17,-2.911784e-18,1.02395e-19
0.7040816,2.392233,0.02273762,0.06630023
1.408163,2.904739,0.2316135,0.1229834
2.112245,3.25808,0.4558998,0.2010915
2.816327,3.520395,0.6825738,0.2962061
3.520408,3.728699,0.9177532,0.3814313
4.22449,3.904478,1.141756,0.420012
4.928571,4.050287,1.316952,0.4217847
5.632653,4.180324,1.46047,0.4051079
6.336735,4.289421,1.571628,0.3831996
7.040816,4.384463,1.662474,0.3579487
7.744898,4.468211,1.737784,0.331193
8.44898,4.542794,1.80067,0.3041338
9.153061,4.609884,1.853368,0.277535
9.857143,4.670655,1.897616,0.2522381
10.56122,4.726022,1.934876,0.2287481
11.26531,4.77676,1.96641,0.2072979
11.96939,4.823572,1.993424,0.1879539
12.67347,4.866955,2.016846,0.1707125
13.37755,4.907669,2.037472,0.1552874
14.08163,4.945054,2.055473,0.1419012
14.78571,4.976566,2.070032,0.1312677
15.4898,5.013695,2.086478,0.1194053
16.19388,5.045146,2.099999,0.1103107
16.89796,5.074714,2.112472,0.1023639
17.60204,5.102605,2.124044,0.09527052
18.30612,5.129233,2.13485,0.08904416
19.0102,5.154253,2.144922,0.08363154
19.71429,5.178219,2.154539,0.07884387
20.41837,5.200917,2.163606,0.07459713
21.12245,5.222257,2.17206,0.07082493
21.82653,5.240957,2.179441,0.06783569
22.53061,5.261346,2.187616,0.06483807
23.23469,5.279644,2.194841,0.06222947
23.93878,5.298023,2.202078,0.05971118
24.64286,5.314252,2.208485,0.05803574
25.34694,5.329896,2.214654,0.0562674
26.05102,5.344771,2.220563,0.05466735
26.7551,5.358255,2.225863,0.05356524
27.45918,5.371345,2.231015,0.05239451
28.16327,5.3836,2.23586,0.05136815
28.86735,5.394521,2.240116,0.05068305
29.57143,5.405093,2.244242,0.04994807
30.27551,5.414884,2.248063,0.0493047
30.97959,5.423397,2.251324,0.04893392
31.68367,5.431473,2.254413,0.04853015
32.38776,5.438955,2.257263,0.04815724
33.09184,5.445218,2.259574,0.04801753
33.79592,5.45083,2.261622,0.04783869
34.5,5.456152,2.26355,0.04766058
