z,p,k,epsilon
0,0.855594,0.7008668,5.071732
0.7040816,0.9000328,0.8732388,0.3858207
1.408163,0.8017668,0.8844903,0.2402503
2.112245,0.7439254,0.8297077,0.161142
2.816327,0.6552855,0.7871358,0.1182167
3.520408,0.5326814,0.7364508,0.08765068
4.22449,0.4532386,0.6832518,0.06440302
4.928571,0.3754191,0.6390052,0.04889854
5.632653,0.3803978,0.5982079,0.03775032
6.336735,0.3311383,0.5683054,0.03053048
7.040816,0.2753958,0.544593,0.02540981
7.744898,0.2176385,0.5254155,0.02162975
8.44898,0.1624432,0.5095918,0.01874417
9.153061,0.1115285,0.4963444,0.016485
9.857143,0.06628092,0.4851292,0.01467872
10.56122,0.0271297,0.4755902,0.01321368
11.26531,-0.005579798,0.4673824,0.01200484
11.96939,-0.03259327,0.4602717,0.01099182
12.67347,-0.05451214,0.4540705,0.01013302
13.37755,-0.07209032,0.4485865,0.009392313
14.08163,-0.08606814,0.4438122,0.008761368
14.78571,-0.09620165,0.4399278,0.008259209
15.4898,-0.10412,0.435613,0.007714144
16.19388,-0.1096002,0.4321131,0.007281841
16.89796,-0.1127796,0.4288442,0.006893526
17.60204,-0.1152784,0.4258737,0.006545927
18.30612,-0.1156476,0.4230693,0.006230415
19.0102,-0.1154588,0.4204633,0.005945557
19.71429,-0.1146469,0.4179876,0.005685326
20.41837,-0.1127832,0.4156079,0.005445863
21.12245,-0.1104103,0.4133527,0.00522752
21.82653,-0.1076691,0.4115509,0.005058557
22.53061,-0.1045659,0.4091829,0.004844656
23.23469,-0.1013387,0.4070415,0.004662298
23.93878,-0.09812209,0.4050581,0.004501881
24.64286,-0.0929891,0.4031766,0.004352527
25.34694,-0.08958711,0.4013238,0.004212307
26.05102,-0.08638893,0.3995374,0.004084596
26.7551,-0.08145782,0.3978248,0.00396446
27.45918,-0.0778335,0.3961472,0.003850977
28.16327,-0.07421463,0.3945492,0.003749039
28.86735,-0.06941323,0.3930242,0.003652955
29.57143,-0.06561511,0.3915485,0.003562699
30.27551,-0.06185615,0.3901693,0.003482433
30.97959,-0.05713151,0.3888648,0.00340701
31.68367,-0.05308987,0.3876368,0.003337889
32.38776,-0.04900215,0.3865103,0.003276666
33.09184,-0.04432863,0.385455,0.003219518
33.79592,-0.04009192,0.3845259,0.003170347
34.5,-0.03616646,0.3836842,0.003126578
