z,U_0,U_1,U_2
0,0,0,0
0.7040816,1.436007,3.47312,-0.4911492
1.408163,1.726746,3.341291,-0.5574666
2.112245,2.050693,3.228756,-0.2902461
2.816327,2.490822,2.967298,0.1773629
3.520408,3.092468,2.56932,0.5440159
4.22449,3.606714,2.370179,0.6654141
4.928571,3.954767,2.251936,0.6919209
5.632653,4.202214,2.161883,0.6540113
6.336735,4.372543,2.10716,0.5942521
7.040816,4.496112,2.073781,0.5268929
7.744898,4.589165,2.055408,0.4608225
8.44898,4.661612,2.047714,0.4004661
9.153061,4.720359,2.047013,0.3474661
9.857143,4.769877,2.050838,0.3021066
10.56122,4.813151,2.057437,0.2639683
11.26531,4.851986,2.065714,0.2321876
11.96939,4.887799,2.074833,0.2056843
12.67347,4.921367,2.084329,0.1835487
13.37755,4.953453,2.093997,0.1648607
14.08163,4.983686,2.103369,0.1492491
14.78571,5.009877,2.111743,0.1371503
15.4898,5.040674,2.121835,0.1245352
16.19388,5.067768,2.130751,0.1148672
16.89796,5.093824,2.13936,0.1063106
17.60204,5.118909,2.147767,0.09901184
18.30612,5.14298,2.155878,0.09260198
19.0102,5.166123,2.163832,0.0871206
19.71429,5.188475,2.171465,0.08220875
20.41837,5.209935,2.178803,0.07767385
21.12245,5.230308,2.18586,0.0738988
21.82653,5.246599,2.191497,0.07107922
22.53061,5.267955,2.198962,0.06770002
23.23469,5.286483,2.205362,0.06467917
23.93878,5.303641,2.211234,0.06222602
24.64286,5.319882,2.217173,0.06045817
25.34694,5.33556,2.222626,0.05839487
26.05102,5.349872,2.227583,0.05686161
26.7551,5.363604,2.232584,0.05568065
27.45918,5.376843,2.237222,0.05426565
28.16327,5.388661,2.241351,0.05327115
28.86735,5.399937,2.245455,0.05249683
29.57143,5.410675,2.249231,0.0515692
30.27551,5.420089,2.252514,0.05092422
30.97959,5.428983,2.255754,0.05045864
31.68367,5.437189,2.258632,0.04990423
32.38776,5.444315,2.261087,0.04948123
33.09184,5.45095,2.263497,0.04922407
33.79592,5.456593,2.265461,0.04894176
34.5,5.461526,2.267145,0.0486854
