z,U_0,U_1,U_2
0,0,0,0
0.7040816,0.1901408,-0.2299927,0.1616361
1.408163,0.1923407,-0.1534942,0.2977654
2.112245,0.1716005,0.007817079,0.3021896
2.816327,0.1124653,0.1230896,0.2308525
3.520408,0.05288468,0.1779906,0.1517289
4.22449,0.1106243,0.2297643,0.06118005
4.928571,1.842838,0.6404749,-0.3290065
5.632653,3.0112,1.449176,-0.6008499
6.336735,3.355927,2.073762,-0.6723719
7.040816,3.766081,2.334115,-0.5537536
7.744898,4.05657,2.373212,-0.456877
8.44898,4.263672,2.344577,-0.3851315
9.153061,4.421477,2.302633,-0.3285685
9.857143,4.543908,2.264752,-0.2819095
10.56122,4.640849,2.235648,-0.242582
11.26531,4.719656,2.214713,-0.2089421
11.96939,4.785563,2.199759,-0.179787
12.67347,4.842088,2.189538,-0.1544361
13.37755,4.891877,2.182866,-0.1322296
14.08163,4.935739,2.178988,-0.1130491
14.78571,4.972661,2.17713,-0.09746883
15.4898,5.01212,2.176581,-0.0817037
16.19388,5.045485,2.177689,-0.06898517
16.89796,5.076673,2.179688,-0.05793577
17.60204,5.105585,2.182469,-0.04816801
18.30612,5.132894,2.185761,-0.03963715
19.0102,5.158266,2.189641,-0.03238051
19.71429,5.182112,2.19392,-0.0258025
20.41837,5.204812,2.198375,-0.01986768
21.12245,5.226139,2.202957,-0.01467644
21.82653,5.242904,2.206843,-0.01084934
22.53061,5.263619,2.212057,-0.00628328
23.23469,5.282858,2.216951,-0.002180962
23.93878,5.300624,2.22154,0.00137939
24.64286,5.316612,2.226245,0.004171128
25.34694,5.331974,2.230702,0.006995699
26.05102,5.346288,2.234896,0.009422361
26.7551,5.359641,2.239128,0.01167969
27.45918,5.372525,2.243147,0.01388071
28.16327,5.38435,2.246885,0.01576242
28.86735,5.395341,2.25057,0.0175351
29.57143,5.405897,2.254071,0.01927155
30.27551,5.415493,2.257273,0.02074623
30.97959,5.424384,2.260443,0.02191941
31.68367,5.432801,2.263465,0.02299776
32.38776,5.440441,2.266191,0.02375272
33.09184,5.447427,2.268835,0.02411771
33.79592,5.453805,2.271272,0.02463318
34.5,5.459533,2.273328,0.02506557
