z,p,k,epsilon
3.634064e-18,-1.59632,0.2597668,1.144413
0.7040816,-1.660937,0.8299236,0.266184
1.408163,-1.683492,1.094104,0.3476438
2.112245,-1.682219,1.197588,0.398737
2.816327,-1.663987,1.12506,0.3675237
3.520408,-1.632287,0.9793762,0.2837299
4.22449,-1.589246,0.8705648,0.2067801
4.928571,-1.54275,0.7974956,0.1494095
5.632653,-1.500685,0.7403046,0.1074256
6.336735,-1.449537,0.6926779,0.07800961
7.040816,-1.392726,0.6501401,0.05725875
7.744898,-1.3314,0.6119326,0.04273449
8.44898,-1.267018,0.5782117,0.0326154
9.153061,-1.200969,0.5488577,0.02548916
9.857143,-1.134473,0.523994,0.0205025
10.56122,-1.068559,0.5032886,0.01698204
11.26531,-1.004107,0.4861711,0.01443926
11.96939,-0.941652,0.4720708,0.01255474
12.67347,-0.8816579,0.4605368,0.01113128
13.37755,-0.8238156,0.45098,0.0100175
14.08163,-0.7697666,0.4432467,0.009146536
14.78571,-0.7235867,0.4374495,0.008505349
15.4898,-0.6690149,0.431293,0.007832887
16.19388,-0.6231558,0.4266752,0.007328669
16.89796,-0.5807131,0.4227531,0.006898512
17.60204,-0.5404985,0.4193238,0.006523507
18.30612,-0.5027463,0.4162375,0.006189181
19.0102,-0.4678579,0.4134682,0.005892266
19.71429,-0.4351122,0.4109291,0.005623905
20.41837,-0.4045636,0.4085859,0.005381605
21.12245,-0.3754937,0.406394,0.005162712
21.82653,-0.3506684,0.4044821,0.004977098
22.53061,-0.3260855,0.4024019,0.00478284
23.23469,-0.3024729,0.4004817,0.004611177
23.93878,-0.2787703,0.3985498,0.004441402
24.64286,-0.2593762,0.3968069,0.004298085
25.34694,-0.2397937,0.3950822,0.004160185
26.05102,-0.2213991,0.3934208,0.004031505
26.7551,-0.2051786,0.3918591,0.003917432
27.45918,-0.1888222,0.3903131,0.003806608
28.16327,-0.1733621,0.3888366,0.003704261
28.86735,-0.1595159,0.3874699,0.003614008
29.57143,-0.1456562,0.3861235,0.003526403
30.27551,-0.1324865,0.3848506,0.003445758
30.97959,-0.1205066,0.3837057,0.00337585
31.68367,-0.1084566,0.3825971,0.003309114
32.38776,-0.09655212,0.381554,0.003247241
33.09184,-0.08596114,0.3806549,0.003195298
33.79592,-0.07571329,0.3798262,0.003148068
34.5,-0.06570668,0.3790353,0.003103165
