z,U_0,U_1,U_2
3.643498e-18,4.263294e-19,-6.025767e-17,-5.74752e-20
0.7040816,0.0001279903,-0.2119851,0.139553
1.408163,6.39292e-05,0.5157269,0.2098148
2.112245,-3.542674e-05,1.158182,0.3332319
2.816327,-0.0001084599,1.717481,0.5187317
3.520408,-0.000125617,2.247816,0.6998171
4.22449,-0.0001110985,2.72602,0.7970572
4.928571,-8.874612e-05,3.118619,0.8249316
5.632653,-6.777566e-05,3.442167,0.8165581
6.336735,-5.05543e-05,3.712502,0.7914849
7.040816,-3.677636e-05,3.9435,0.7560277
7.744898,-2.592926e-05,4.143398,0.7146151
8.44898,-1.755032e-05,4.317705,0.6701665
9.153061,-1.122295e-05,4.470308,0.6250102
9.857143,-6.56446e-06,4.604661,0.5803666
10.56122,-3.222956e-06,4.723275,0.5372405
11.26531,-8.93189e-07,4.828359,0.4963354
11.96939,7.033097e-07,4.922066,0.4580127
12.67347,1.764989e-06,5.006011,0.422327
13.37755,2.452459e-06,5.082143,0.389271
14.08163,2.870404e-06,5.149753,0.3594879
14.78571,3.0997e-06,5.210661,0.3323513
15.4898,3.206182e-06,5.266827,0.3074853
16.19388,3.269686e-06,5.319943,0.2848914
16.89796,3.233601e-06,5.367559,0.2642867
17.60204,3.199685e-06,5.411836,0.2461767
18.30612,3.103325e-06,5.453067,0.2290627
19.0102,2.989092e-06,5.490374,0.2140922
19.71429,2.894597e-06,5.525684,0.2008191
20.41837,2.765979e-06,5.558548,0.1883771
21.12245,2.654696e-06,5.588577,0.1775702
21.82653,2.548966e-06,5.612537,0.1691341
22.53061,0.0002852282,5.64217,0.1592437
23.23469,0.0003812642,5.669927,0.1500529
23.93878,1.40892e-05,5.694663,0.1421826
24.64286,-0.0002841289,5.715959,0.1362361
25.34694,-0.0002136342,5.73685,0.1303025
26.05102,4.34134e-06,5.757095,0.1247486
26.7551,-0.000243003,5.774378,0.1204111
27.45918,-0.0001414856,5.791514,0.1160853
28.16327,2.254567e-06,5.80795,0.1121184
28.86735,-0.0001855586,5.821689,0.1090861
29.57143,-0.0001133186,5.835349,0.106061
30.27551,2.166907e-06,5.848416,0.1032652
30.97959,-0.0001267438,5.858971,0.1012683
31.68367,-0.0001051926,5.86934,0.09929005
32.38776,2.157981e-06,5.879362,0.09738849
33.09184,-7.291186e-05,5.887027,0.09619368
33.79592,-0.0001020267,5.894235,0.09503309
34.5,6.678799e-07,5.90144,0.09387282
