z,p,k,epsilon
0,-3.499512,0.2769527,1.260229
0.7040816,-3.526365,0.5184629,0.1388976
1.408163,-3.603312,0.5590996,0.1116648
2.112245,-3.676582,0.5282791,0.0924507
2.816327,-3.711714,0.5228593,0.09357595
3.520408,-3.700137,0.6020045,0.1344488
4.22449,-3.643931,0.7947435,0.248981
4.928571,-3.55165,1.049126,0.4575331
5.632653,-3.341447,1.141908,0.5960383
6.336735,-3.190692,0.9628987,0.4364225
7.040816,-2.990997,0.8208066,0.2185905
7.744898,-2.805963,0.8023482,0.1379303
8.44898,-2.634321,0.8064269,0.1020265
9.153061,-2.473114,0.7972825,0.07788561
9.857143,-2.320825,0.7716024,0.05988477
10.56122,-2.176445,0.7354742,0.04627811
11.26531,-2.039453,0.6948999,0.03602726
11.96939,-1.909478,0.6540893,0.02837441
12.67347,-1.786878,0.6156479,0.02267721
13.37755,-1.670764,0.5806962,0.01841721
14.08163,-1.56425,0.5504287,0.01527733
14.78571,-1.468982,0.5248766,0.01297059
15.4898,-1.367597,0.5023681,0.01116211
16.19388,-1.280198,0.4839926,0.009804395
16.89796,-1.199768,0.4686719,0.008745403
17.60204,-1.123821,0.4558714,0.007904773
18.30612,-1.053537,0.4451888,0.007229468
19.0102,-0.9895669,0.436688,0.006703838
19.71429,-0.9288772,0.4295147,0.006262343
20.41837,-0.8727789,0.4233975,0.005885722
21.12245,-0.8191662,0.4181559,0.005561003
21.82653,-0.7775518,0.4143294,0.005321437
22.53061,-0.7354737,0.4107033,0.005091978
23.23469,-0.6901925,0.4069669,0.004854881
23.93878,-0.6455957,0.4033224,0.00462372
24.64286,-0.6126117,0.4007725,0.004461411
25.34694,-0.5783858,0.3982197,0.004299418
26.05102,-0.5455541,0.3957609,0.004144043
26.7551,-0.5196088,0.3937727,0.004020464
27.45918,-0.492505,0.3917532,0.003895909
28.16327,-0.4667697,0.3898258,0.00377778
28.86735,-0.444511,0.3882489,0.003682744
29.57143,-0.4212726,0.3866377,0.00358701
30.27551,-0.3986063,0.3850905,0.003495184
30.97959,-0.3803656,0.3839415,0.003424112
31.68367,-0.3610858,0.3827359,0.003352603
32.38776,-0.3419719,0.3815489,0.003282099
33.09184,-0.3165958,0.3809722,0.003231364
33.79592,-0.289853,0.3803238,0.003181652
34.5,-0.2631229,0.3796119,0.003131873
