z,U_0,U_1,U_2
1.817902e-18,-5.591272e-18,6.436915e-17,8.695022e-20
0.7040816,0.1247859,2.796265,0.07026502
1.408163,0.8181159,2.737287,0.082494
2.112245,1.350795,2.699446,0.1826958
2.816327,1.784111,2.690595,0.3963761
3.520408,2.239066,2.669246,0.6901576
4.22449,2.780241,2.602557,0.9258345
4.928571,3.292157,2.489863,1.001304
5.632653,3.675065,2.377428,0.9699673
6.336735,3.978792,2.274869,0.8818954
7.040816,4.193065,2.201689,0.7834652
7.744898,4.352862,2.150953,0.6844956
8.44898,4.474393,2.118182,0.5927653
9.153061,4.569581,2.098978,0.5120938
9.857143,4.646647,2.08933,0.4432472
10.56122,4.711158,2.08618,0.3854949
11.26531,4.766571,2.087317,0.3375354
11.96939,4.815649,2.09115,0.2975464
12.67347,4.859981,2.096712,0.2640997
13.37755,4.900981,2.103427,0.2357962
14.08163,4.938539,2.110664,0.2121685
14.78571,4.972801,2.118102,0.192486
15.4898,5.007185,2.126157,0.1744612
16.19388,5.038398,2.134165,0.1596854
16.89796,5.067607,2.142133,0.1470477
17.60204,5.096194,2.150011,0.1357047
18.30612,5.123289,2.157826,0.1257748
19.0102,5.148602,2.16537,0.1173732
19.71429,5.173124,2.172794,0.1097464
20.41837,5.196108,2.179975,0.1031296
21.12245,5.218395,2.186966,0.09704301
21.82653,5.239215,2.193619,0.0917876
22.53061,5.258035,2.199753,0.08753274
23.23469,5.27706,2.205961,0.08335458
23.93878,5.29661,2.212395,0.07908405
24.64286,5.312815,2.217835,0.07627704
25.34694,5.32919,2.223294,0.07337103
26.05102,5.34505,2.228609,0.07064577
26.7551,5.358706,2.233237,0.06865838
27.45918,5.372441,2.237878,0.06662795
28.16327,5.385547,2.242324,0.06477128
28.86735,5.396592,2.24608,0.06344187
29.57143,5.407685,2.249845,0.06208857
30.27551,5.418334,2.253465,0.06083068
30.97959,5.426751,2.256315,0.06002432
31.68367,5.435222,2.259175,0.05919579
32.38776,5.443644,2.262018,0.05836967
33.09184,5.449517,2.26398,0.05794505
33.79592,5.455389,2.26593,0.05750515
34.5,5.461262,2.26788,0.05706525
