z,U_0,U_1,U_2
0,0,0,0
0.7040816,-0.4834777,1.41279,-0.07002468
1.408163,0.244346,1.464458,-0.1427676
2.112245,0.7466083,1.536274,-0.1442288
2.816327,1.066681,1.619265,-0.01388322
3.520408,1.299462,1.708364,0.2268597
4.22449,1.546796,1.808032,0.5678683
4.928571,1.883143,1.921375,0.9541201
5.632653,2.419521,2.018668,1.30494
6.336735,3.109394,2.049557,1.453796
7.040816,3.726641,2.016949,1.340839
7.744898,4.138845,1.987146,1.117871
8.44898,4.361984,1.977333,0.8980158
9.153061,4.507011,1.983979,0.7277123
9.857143,4.6034,1.997119,0.6009591
10.56122,4.67575,2.011554,0.5050815
11.26531,4.735255,2.025981,0.4314529
11.96939,4.787153,2.039927,0.3735673
12.67347,4.833898,2.053347,0.3272023
13.37755,4.877177,2.066366,0.2891734
14.08163,4.916613,2.078603,0.2582296
14.78571,4.94932,2.088919,0.2350737
15.4898,4.988868,2.10176,0.209567
16.19388,5.022174,2.112671,0.1908648
16.89796,5.053428,2.123029,0.1748288
17.60204,5.083023,2.13302,0.1608545
18.30612,5.111365,2.142603,0.1483845
19.0102,5.138033,2.151841,0.1379674
19.71429,5.163659,2.160698,0.1285499
20.41837,5.187775,2.169081,0.120216
21.12245,5.210531,2.177093,0.1129443
21.82653,5.230266,2.184032,0.1070067
22.53061,5.252463,2.191853,0.100767
23.23469,5.272328,2.198975,0.09553878
23.93878,5.291522,2.205767,0.09051919
24.64286,5.308826,2.212019,0.08694536
25.34694,5.325809,2.218163,0.08328244
26.05102,5.341568,2.223787,0.08001003
26.7551,5.356061,2.229048,0.07748019
27.45918,5.370255,2.234204,0.07490266
28.16327,5.383193,2.238836,0.07266792
28.86735,5.394963,2.243103,0.07095212
29.57143,5.406408,2.247252,0.06921495
30.27551,5.41672,2.250931,0.06771254
30.97959,5.425898,2.254232,0.06663882
31.68367,5.434634,2.25737,0.06555916
32.38776,5.442507,2.260151,0.0645769
33.09184,5.449253,2.262536,0.06398706
33.79592,5.455316,2.264668,0.06340264
34.5,5.460887,2.266604,0.06285126
