z,U_0,U_1,U_2
3.634064e-18,-6.458061e-17,-5.001854e-17,1.299025e-20
0.7040816,-0.7584029,-0.6478278,-0.0996972
1.408163,-0.5045889,-0.4291478,-0.2265943
2.112245,-0.1007112,-0.1066215,-0.3903
2.816327,0.5295476,0.2840506,-0.5840377
3.520408,1.270938,0.6293432,-0.7409324
4.22449,1.950916,0.8485034,-0.8167593
4.928571,2.620271,1.005495,-0.8456327
5.632653,3.293266,1.190423,-0.8368158
6.336735,3.824518,1.378193,-0.7912986
7.040816,4.193846,1.541365,-0.7189834
7.744898,4.430734,1.668052,-0.6349384
8.44898,4.583591,1.764856,-0.5503874
9.153061,4.688141,1.840062,-0.4709448
9.857143,4.764729,1.899505,-0.3998549
10.56122,4.824314,1.946938,-0.3379599
11.26531,4.873209,1.985043,-0.284718
11.96939,4.915068,2.016204,-0.2391981
12.67347,4.951972,2.042135,-0.2005001
13.37755,4.985608,2.064055,-0.1673283
14.08163,5.016029,2.082552,-0.1396254
14.78571,5.041578,2.097076,-0.1183026
15.4898,5.071712,2.113028,-0.09521561
16.19388,5.097404,2.125644,-0.07842751
16.89796,5.121826,2.137078,-0.06389174
17.60204,5.144944,2.147488,-0.05157552
18.30612,5.167308,2.156949,-0.04091666
19.0102,5.188659,2.165822,-0.03200331
19.71429,5.209254,2.174169,-0.02432277
20.41837,5.228976,2.182054,-0.01756353
21.12245,5.247679,2.189378,-0.01160571
21.82653,5.264246,2.195704,-0.006975818
22.53061,5.282479,2.202794,-0.002246257
23.23469,5.29886,2.208972,0.001363724
23.93878,5.315432,2.215236,0.005395384
24.64286,5.330256,2.220868,0.008213157
25.34694,5.344486,2.226179,0.01068505
26.05102,5.358076,2.231327,0.01328019
26.7551,5.370593,2.23604,0.01532782
27.45918,5.382709,2.240557,0.01711503
28.16327,5.394136,2.24489,0.01893743
28.86735,5.404469,2.248788,0.02034087
29.57143,5.414425,2.25251,0.02156968
30.27551,5.423731,2.256044,0.02284732
30.97959,5.431956,2.259176,0.02372096
31.68367,5.439702,2.262083,0.02443997
32.38776,5.446968,2.264848,0.02510846
33.09184,5.453141,2.267226,0.02566729
33.79592,5.458566,2.26926,0.02637875
34.5,5.463729,2.271217,0.02725835
