z,U_0,U_1,U_2
0,0,0,0
0.7040816,-0.2600693,-0.6985867,-0.1937942
1.408163,0.06081338,-0.4191834,-0.4030314
2.112245,0.5484031,-0.02545108,-0.6270609
2.816327,1.263021,0.4288556,-0.8480446
3.520408,1.958941,0.8176445,-0.9852134
4.22449,2.520292,1.061394,-1.027579
4.928571,3.042682,1.233404,-1.031762
5.632653,3.506186,1.383123,-0.993936
6.336735,3.882263,1.527808,-0.9254869
7.040816,4.160969,1.652086,-0.8328333
7.744898,4.360095,1.751602,-0.73138
8.44898,4.504238,1.829541,-0.6324836
9.153061,4.612232,1.890457,-0.5420423
9.857143,4.696601,1.938576,-0.4623555
10.56122,4.764875,1.977067,-0.3937024
11.26531,4.821893,2.008244,-0.335098
11.96939,4.870938,2.034052,-0.2851445
12.67347,4.91408,2.055771,-0.2425819
13.37755,4.953061,2.074472,-0.2060378
14.08163,4.988092,2.09043,-0.1752568
14.78571,5.017458,2.103245,-0.1512085
15.4898,5.050992,2.117546,-0.1255755
16.19388,5.079408,2.129209,-0.1063309
16.89796,5.1063,2.139371,-0.08964613
17.60204,5.131594,2.1493,-0.07521449
18.30612,5.155618,2.158485,-0.06260083
19.0102,5.17841,2.166975,-0.05208754
19.71429,5.200209,2.175117,-0.04272536
20.41837,5.221034,2.182599,-0.03448507
21.12245,5.240693,2.189848,-0.02723937
21.82653,5.256391,2.195596,-0.02193248
22.53061,5.277071,2.203397,-0.01541774
23.23469,5.294879,2.209654,-0.01027651
23.93878,5.310958,2.215521,-0.005727908
24.64286,5.326424,2.221308,-0.002172774
25.34694,5.341125,2.226531,0.001297464
26.05102,5.354651,2.23158,0.004522111
26.7551,5.367732,2.236462,0.007237415
27.45918,5.380159,2.240967,0.009776577
28.16327,5.391465,2.245236,0.01206277
28.86735,5.402355,2.249351,0.01397311
29.57143,5.412603,2.253141,0.01576016
30.27551,5.421793,2.256654,0.01737789
30.97959,5.430616,2.260061,0.01858176
31.68367,5.43873,2.263138,0.01957926
32.38776,5.445928,2.265937,0.02029682
33.09184,5.452761,2.268643,0.02073354
33.79592,5.458604,2.270881,0.02180026
34.5,5.463644,2.272845,0.02319539
