z,U_0,U_1,U_2
0,0,0,0
0.7040816,0.185337,-0.1264251,0.1310845
1.408163,0.1827673,-0.07535774,0.2560526
2.112245,0.1623354,0.04192241,0.2672361
2.816327,0.107682,0.1386085,0.2042726
3.520408,0.04905815,0.1904123,0.1351645
4.22449,0.07405655,0.2313431,0.06706139
4.928571,1.450249,0.4330236,-0.1946746
5.632653,2.706597,1.123483,-0.4357572
6.336735,2.925348,1.800987,-0.6024567
7.040816,3.600167,2.283796,-0.5469321
7.744898,3.985355,2.382865,-0.4528292
8.44898,4.222557,2.37088,-0.3845643
9.153061,4.394407,2.332118,-0.3295986
9.857143,4.525649,2.292736,-0.2835806
10.56122,4.62854,2.26085,-0.2444801
11.26531,4.711425,2.237135,-0.2108562
11.96939,4.78017,2.219718,-0.1815963
12.67347,4.838685,2.207411,-0.1560608
13.37755,4.889896,2.198952,-0.1336198
14.08163,4.934769,2.193546,-0.1141869
14.78571,4.972413,2.190436,-0.09836427
15.4898,5.012535,2.188603,-0.08234278
16.19388,5.046313,2.188647,-0.06938492
16.89796,5.07781,2.18969,-0.05814059
17.60204,5.106951,2.191613,-0.04817679
18.30612,5.134434,2.194132,-0.0394872
19.0102,5.159932,2.197347,-0.03209619
19.71429,5.183865,2.201034,-0.02538542
20.41837,5.206633,2.204958,-0.01934085
21.12245,5.228011,2.209067,-0.01405919
21.82653,5.244835,2.21262,-0.01018711
22.53061,5.26566,2.217474,-0.005596963
23.23469,5.284969,2.222031,-0.001497127
23.93878,5.302752,2.226293,0.002048688
24.64286,5.318717,2.230735,0.004809616
25.34694,5.334051,2.234936,0.007596229
26.05102,5.348317,2.238889,0.009970892
26.7551,5.361615,2.242921,0.01213751
27.45918,5.374446,2.246748,0.01421245
28.16327,5.386211,2.250313,0.01591948
28.86735,5.397119,2.253835,0.01745468
29.57143,5.407579,2.257162,0.01893718
30.27551,5.417047,2.26017,0.02016917
30.97959,5.425728,2.263095,0.02109907
31.68367,5.433891,2.265837,0.02195667
32.38776,5.441235,2.268253,0.02260693
33.09184,5.447773,2.270482,0.02311091
33.79592,5.453626,2.272462,0.02397101
34.5,5.458907,2.274146,0.02483797
