z,U_0,U_1,U_2
0,0,0,0
0.7040816,1.965037,-0.09230628,0.102203
1.408163,2.182387,0.3976596,0.1935494
2.112245,2.375711,0.8274689,0.3359865
2.816327,2.552701,1.231147,0.5099236
3.520408,2.711182,1.632543,0.6445918
4.22449,2.852137,1.99188,0.6968704
4.928571,2.975116,2.279244,0.697368
5.632653,3.081848,2.510242,0.6790391
6.336735,3.174461,2.701358,0.6517246
7.040816,3.255792,2.863886,0.6191417
7.744898,3.327899,3.003975,0.5834181
8.44898,3.392412,3.125568,0.5460821
9.153061,3.450611,3.231534,0.5083101
9.857143,3.503495,3.324138,0.4710376
10.56122,3.551767,3.405148,0.4352199
11.26531,3.596045,3.476243,0.4014067
11.96939,3.636908,3.5391,0.3699184
12.67347,3.674771,3.594963,0.3408691
13.37755,3.710283,3.645223,0.3139646
14.08163,3.742842,3.689628,0.2898384
14.78571,3.773218,3.729748,0.2680403
15.4898,3.801667,3.766115,0.2483775
16.19388,3.829396,3.800588,0.2297974
16.89796,3.854949,3.831333,0.2133047
17.60204,3.879095,3.86013,0.1986178
18.30612,3.902114,3.886878,0.185077
19.0102,3.92342,3.911173,0.173277
19.71429,3.943766,3.93414,0.1625551
20.41837,3.963061,3.955424,0.1526956
21.12245,3.981384,3.975607,0.1438234
21.82653,3.998712,3.994449,0.1358543
22.53061,4.014063,4.010858,0.1292935
23.23469,4.029495,4.02737,0.1228749
23.93878,4.045329,4.044144,0.1161954
24.64286,4.05843,4.057809,0.1114756
25.34694,4.071549,4.071587,0.1067726
26.05102,4.084282,4.08486,0.1022734
26.7551,4.095201,4.09615,0.09883312
27.45918,4.106122,4.107453,0.09539412
28.16327,4.116571,4.118181,0.09216647
28.86735,4.125354,4.127153,0.08974495
29.57143,4.134137,4.136125,0.08732344
30.27551,4.142582,4.144703,0.08502518
30.97959,4.14927,4.151436,0.08341322
31.68367,4.155962,4.158184,0.0818023
32.38776,4.162654,4.164932,0.08019138
33.09184,4.167292,4.169497,0.07922436
33.79592,4.171932,4.174098,0.07826475
34.5,4.176571,4.178699,0.07730513
