z,U_0,U_1,U_2
1.817799e-18,6.392035e-18,-2.62202e-17,4.610328e-20
0.7040816,0.302559,-0.8419752,0.08007905
1.408163,0.1875523,-0.6934381,0.1192245
2.112245,0.02466477,-0.5311645,0.1372704
2.816327,-0.1450208,-0.3872707,0.1473814
3.520408,-0.2817627,-0.2501328,0.1425189
4.22449,-0.34903,-0.06668399,0.1088163
4.928571,-0.2879991,0.2361458,0.02499381
5.632653,0.00638929,0.7782512,-0.1272199
6.336735,0.6997277,1.690823,-0.3102392
7.040816,1.824273,2.810996,-0.3839276
7.744898,2.759676,3.548615,-0.3224326
8.44898,3.115823,3.772361,-0.2615473
9.153061,3.268197,3.840358,-0.2229448
9.857143,3.371886,3.873819,-0.1939635
10.56122,3.456344,3.895166,-0.1693718
11.26531,3.528492,3.910749,-0.14764
11.96939,3.590946,3.923188,-0.1280603
12.67347,3.645388,3.934029,-0.1102931
13.37755,3.693429,3.944182,-0.0941262
14.08163,3.735421,3.953948,-0.07968334
14.78571,3.770445,3.963027,-0.0678137
15.4898,3.806511,3.973412,-0.05554736
16.19388,3.837544,3.983596,-0.0457878
16.89796,3.865359,3.994143,-0.03621881
17.60204,3.890976,4.004543,-0.02886834
18.30612,3.914738,4.015266,-0.0216608
19.0102,3.936267,4.026042,-0.01550971
19.71429,3.956413,4.036712,-0.01039573
20.41837,3.975256,4.047449,-0.005190324
21.12245,3.992932,4.057946,-0.0009022809
21.82653,4.008005,4.067414,0.002675454
22.53061,4.022743,4.077165,0.005778188
23.23469,4.037918,4.08734,0.009025754
23.93878,4.053385,4.097784,0.01267305
24.64286,4.065613,4.106873,0.01532149
25.34694,4.077768,4.115733,0.01735494
26.05102,4.089539,4.124447,0.01943244
26.7551,4.099598,4.132368,0.02144836
27.45918,4.109656,4.140173,0.02304216
28.16327,4.11929,4.147764,0.02464302
28.86735,4.127455,4.154513,0.02616916
29.57143,4.135596,4.161145,0.02737011
30.27551,4.143454,4.167613,0.02856255
30.97959,4.149904,4.173264,0.0290785
31.68367,4.15628,4.178743,0.02938574
32.38776,4.162557,4.184157,0.0296245
33.09184,4.167456,4.188619,0.0297953
33.79592,4.172046,4.192582,0.02995532
34.5,4.176636,4.196545,0.03011535
