z,U_0,U_1,U_2
1.817799e-18,1.282896e-17,9.703741e-18,-4.709054e-20
0.7040816,0.9599776,0.9143471,0.04226626
1.408163,1.428273,1.393412,0.1207099
2.112245,1.762392,1.731512,0.1977184
2.816327,2.022968,1.992611,0.2726224
3.520408,2.240952,2.210949,0.3338816
4.22449,2.432006,2.404213,0.3782379
4.928571,2.59976,2.576947,0.4052355
5.632653,2.746524,2.7304,0.4172261
6.336735,2.875475,2.866746,0.4183634
7.040816,2.989436,2.988039,0.4119305
7.744898,3.090738,3.096144,0.4002434
8.44898,3.181248,3.192599,0.3850131
9.153061,3.262489,3.278767,0.3675542
9.857143,3.335673,3.355868,0.3488906
10.56122,3.401831,3.424977,0.3297778
11.26531,3.461916,3.487081,0.3107705
11.96939,3.516731,3.543136,0.2922765
12.67347,3.566922,3.593958,0.2745496
13.37755,3.61331,3.64049,0.2576509
14.08163,3.655568,3.682536,0.2419909
14.78571,3.692068,3.718514,0.2283137
15.4898,3.731359,3.75699,0.2134958
16.19388,3.765278,3.789988,0.2008
16.89796,3.796846,3.820868,0.1893369
17.60204,3.826532,3.849362,0.1783692
18.30612,3.854508,3.876346,0.1683939
19.0102,3.880284,3.90112,0.1594543
19.71429,3.904668,3.924334,0.1510309
20.41837,3.927654,3.946435,0.1434403
21.12245,3.949362,3.967069,0.1363268
21.82653,3.967996,3.984699,0.1304716
22.53061,3.986268,4.001927,0.1249351
23.23469,4.005084,4.019708,0.1193803
23.93878,4.02429,4.038039,0.1137471
24.64286,4.039485,4.052363,0.1096799
25.34694,4.054586,4.066562,0.1056402
26.05102,4.069239,4.080686,0.1019106
26.7551,4.081725,4.092403,0.09890666
27.45918,4.094213,4.104138,0.09590978
28.16327,4.10618,4.115613,0.09317613
28.86735,4.116201,4.124973,0.09104406
29.57143,4.126223,4.134339,0.08891428
30.27551,4.135893,4.143569,0.08695553
30.97959,4.143553,4.150666,0.08555399
31.68367,4.151213,4.157763,0.08415246
32.38776,4.158763,4.164902,0.0828222
33.09184,4.164277,4.169963,0.08198856
33.79592,4.169643,4.174864,0.08117897
34.5,4.175034,4.179874,0.08039791
