z,p,k,epsilon
0,-3.317176,0.04682328,0.08751067
0.7040816,-3.292572,0.1813039,0.02627155
1.408163,-3.279642,0.274288,0.03529253
2.112245,-3.270466,0.3590245,0.04428422
2.816327,-3.277976,0.4390696,0.05364911
3.520408,-3.321049,0.5124409,0.06341633
4.22449,-3.402966,0.5748415,0.07403881
4.928571,-3.515792,0.6399933,0.09269744
5.632653,-3.550265,0.7689935,0.162815
6.336735,-3.381195,1.191074,0.656563
7.040816,-2.986637,1.420974,1.381973
7.744898,-2.789789,0.8426112,0.3014358
8.44898,-2.661459,0.7607102,0.09705955
9.153061,-2.491603,0.7235396,0.05870462
9.857143,-2.303021,0.6808631,0.04124712
10.56122,-2.117115,0.6376824,0.03074286
11.26531,-1.942449,0.598207,0.02385801
11.96939,-1.781903,0.5640344,0.01913414
12.67347,-1.635634,0.5353282,0.01580547
13.37755,-1.501955,0.5114952,0.01339235
14.08163,-1.38293,0.4922869,0.01162958
14.78571,-1.287278,0.4783524,0.01043611
15.4898,-1.174369,0.4635535,0.009233044
16.19388,-1.084209,0.4529149,0.008397459
16.89796,-1.003477,0.4442518,0.007731409
17.60204,-0.9298173,0.437097,0.007187257
18.30612,-0.8624525,0.4309244,0.006719605
19.0102,-0.8017219,0.4257146,0.006321426
19.71429,-0.7459897,0.4211066,0.005970962
20.41837,-0.6953348,0.4171212,0.005668879
21.12245,-0.6479921,0.4135968,0.005403109
21.82653,-0.6106883,0.410792,0.00519323
22.53061,-0.5665579,0.4074024,0.004942409
23.23469,-0.5306254,0.4046724,0.004744075
23.93878,-0.4953174,0.4021422,0.004563692
24.64286,-0.4657725,0.3997914,0.004399391
25.34694,-0.4373966,0.3975564,0.004246476
26.05102,-0.4100431,0.3954796,0.004108621
26.7551,-0.3868221,0.3935162,0.003981071
27.45918,-0.3643778,0.3916306,0.003860938
28.16327,-0.3432442,0.3898899,0.003753822
28.86735,-0.3249796,0.3882414,0.00365427
29.57143,-0.3072473,0.3866674,0.003560799
30.27551,-0.2904975,0.3852296,0.003477905
30.97959,-0.2763405,0.3838768,0.003401118
31.68367,-0.2633746,0.3826186,0.003330672
32.38776,-0.252285,0.3814814,0.003268143
33.09184,-0.2414883,0.3804232,0.00321079
33.79592,-0.225165,0.3795042,0.003161311
34.5,-0.2051895,0.3786772,0.003116961
