z,p,k,epsilon
0,-4.772466,0.2031446,0.7920447
0.7040816,-4.752913,0.4045964,0.1058884
1.408163,-4.815858,0.4785359,0.09511887
2.112245,-4.903861,0.4999657,0.09411134
2.816327,-5.004586,0.5203199,0.1079335
3.520408,-5.139047,0.6915487,0.1939282
4.22449,-5.257048,1.135448,0.439175
4.928571,-5.07921,1.677171,0.8986529
5.632653,-4.787495,1.814536,1.066112
6.336735,-4.370512,1.424195,0.6358324
7.040816,-3.953046,1.103569,0.2973489
7.744898,-3.559961,0.9344673,0.1575732
8.44898,-3.199776,0.8131903,0.09037253
9.153061,-2.874191,0.7172776,0.05484404
9.857143,-2.582049,0.6433287,0.03567164
10.56122,-2.322781,0.58783,0.02510197
11.26531,-2.094106,0.5464193,0.01897266
11.96939,-1.892744,0.5155516,0.01521757
12.67347,-1.715029,0.4924208,0.01277946
13.37755,-1.5569,0.4749172,0.01110269
14.08163,-1.41841,0.4617514,0.009905029
14.78571,-1.295347,0.4516373,0.00900206
15.4898,-1.185283,0.4437587,0.008295712
16.19388,-1.085159,0.4372185,0.00770299
16.89796,-0.9966513,0.4318331,0.007207371
17.60204,-0.9169681,0.4272375,0.006779801
18.30612,-0.8447463,0.4232391,0.006404475
19.0102,-0.781885,0.4198131,0.006083377
19.71429,-0.7244548,0.4166727,0.005792903
20.41837,-0.6722404,0.4137874,0.005529678
21.12245,-0.6257549,0.4111362,0.005292415
21.82653,-0.5896341,0.4090433,0.005109834
22.53061,-0.547755,0.406523,0.004899768
23.23469,-0.5086108,0.4040916,0.00470081
23.93878,-0.4726179,0.4018556,0.004520931
24.64286,-0.4439433,0.3998671,0.004373965
25.34694,-0.4160546,0.3979003,0.004228856
26.05102,-0.3897566,0.3959722,0.004088993
26.7551,-0.3675517,0.3942314,0.00397278
27.45918,-0.3459639,0.3924953,0.003856787
28.16327,-0.3255916,0.3908051,0.003746147
28.86735,-0.3081402,0.3893083,0.003654678
29.57143,-0.2910162,0.3878126,0.003563301
30.27551,-0.2744965,0.386353,0.003475375
30.97959,-0.2608742,0.3851319,0.003405895
31.68367,-0.2472035,0.3839102,0.003336438
32.38776,-0.2335913,0.3827043,0.003268264
33.09184,-0.2170028,0.3817748,0.003217781
33.79592,-0.1999069,0.38087,0.003168725
34.5,-0.1832286,0.3799629,0.00311966
