z,p,k,epsilon
0,3.568927,0.1826615,0.6747617
0.7040816,3.598696,0.5440208,0.1570503
1.408163,3.67267,0.6119488,0.127048
2.112245,3.764366,0.6308166,0.09889356
2.816327,3.817107,0.649705,0.0809834
3.520408,3.683417,0.6612242,0.06800519
4.22449,3.344225,0.6505598,0.05576849
4.928571,2.9411,0.6251463,0.04505849
5.632653,2.480462,0.597674,0.03661257
6.336735,2.136885,0.5734217,0.03033279
7.040816,1.80327,0.5526845,0.0256199
7.744898,1.511149,0.5348505,0.02199587
8.44898,1.259195,0.5194116,0.01915244
9.153061,1.044711,0.5060101,0.01688377
9.857143,0.8639194,0.4944126,0.01505083
10.56122,0.7126522,0.4843407,0.01354986
11.26531,0.5866133,0.4755793,0.01230617
11.96939,0.4813998,0.467897,0.01125925
12.67347,0.3935218,0.461152,0.01037012
13.37755,0.3196063,0.4551636,0.009602991
14.08163,0.2585132,0.4499295,0.008948949
14.78571,0.2126577,0.4457594,0.008440805
15.4898,0.1640048,0.4409172,0.007863892
16.19388,0.1280059,0.4370378,0.007412037
16.89796,0.0980862,0.4334647,0.007011221
17.60204,0.07244868,0.4301847,0.006654812
18.30612,0.05000025,0.4270996,0.006329363
19.0102,0.03269816,0.4242206,0.006034878
19.71429,0.01741478,0.4214801,0.005763674
20.41837,0.004682748,0.4188768,0.005517958
21.12245,-0.006383798,0.4164109,0.005294209
21.82653,-0.01507634,0.4142887,0.005106609
22.53061,-0.02176578,0.4117952,0.004897147
23.23469,-0.02893062,0.4096255,0.004720264
23.93878,-0.03430128,0.4074134,0.004548236
24.64286,-0.03635564,0.4053778,0.004396744
25.34694,-0.03999192,0.4034003,0.004253194
26.05102,-0.04194903,0.4014548,0.004119431
26.7551,-0.04237391,0.3996224,0.00399815
27.45918,-0.04382854,0.3978332,0.003882004
28.16327,-0.04386021,0.3960994,0.003775236
28.86735,-0.04303774,0.3944827,0.003678663
29.57143,-0.0429886,0.3929117,0.003586326
30.27551,-0.04187526,0.3914155,0.003502001
30.97959,-0.04000165,0.3900435,0.003426534
31.68367,-0.03884027,0.3887362,0.003355761
32.38776,-0.03704555,0.3875074,0.003291047
33.09184,-0.03433562,0.3864092,0.003234315
33.79592,-0.03239608,0.3854177,0.003183887
34.5,-0.03008449,0.3844862,0.003137033
