z,U_0,U_1,U_2
0,0,0,0
0.7040816,1.669065,-0.03179467,0.08116336
1.408163,1.950191,0.469214,0.1642755
2.112245,2.19288,0.8915541,0.3106259
2.816327,2.399885,1.277061,0.4913114
3.520408,2.577786,1.668104,0.6295654
4.22449,2.733378,2.018024,0.6814854
4.928571,2.866396,2.295162,0.6842142
5.632653,2.986288,2.524326,0.6648455
6.336735,3.088828,2.711155,0.6383118
7.040816,3.179201,2.870329,0.6068445
7.744898,3.259543,3.00779,0.5724171
8.44898,3.331527,3.127304,0.5364407
9.153061,3.396456,3.231601,0.5000861
9.857143,3.455362,3.322884,0.4641974
10.56122,3.508972,3.402892,0.4296693
11.26531,3.558038,3.473271,0.3970128
11.96939,3.603119,3.535611,0.3665874
12.67347,3.644713,3.591115,0.3384206
13.37755,3.683469,3.641107,0.3123512
14.08163,3.718958,3.685498,0.2888324
14.78571,3.752087,3.725823,0.2674302
15.4898,3.783023,3.762545,0.2479798
16.19388,3.812325,3.796499,0.2301138
16.89796,3.839624,3.827634,0.21416
17.60204,3.865336,3.856414,0.1996044
18.30612,3.889757,3.883429,0.1863607
19.0102,3.912331,3.908017,0.1747542
19.71429,3.933775,3.931048,0.1640797
20.41837,3.954082,3.952707,0.1543942
21.12245,3.973071,3.972749,0.145652
21.82653,3.988317,3.988742,0.1389836
22.53061,4.005443,4.006513,0.1318969
23.23469,4.022967,4.024691,0.1248505
23.93878,4.040113,4.042423,0.1179728
24.64286,4.053694,4.056383,0.1132167
25.34694,4.067342,4.07032,0.1085106
26.05102,4.080702,4.083798,0.1040173
26.7551,4.091893,4.095198,0.1005548
27.45918,4.10325,4.106649,0.09710268
28.16327,4.114176,4.117562,0.09386759
28.86735,4.123167,4.126619,0.09142619
29.57143,4.132288,4.135721,0.08898986
30.27551,4.141115,4.144449,0.08668339
30.97959,4.147966,4.151269,0.08506029
31.68367,4.154899,4.158122,0.08344068
32.38776,4.161768,4.164856,0.08184554
33.09184,4.166677,4.16965,0.08085507
33.79592,4.171467,4.174326,0.07989068
34.5,4.176345,4.179043,0.07893069
