z,p,k,epsilon
0,3.419632,0.1980948,0.7620546
0.7040816,3.45071,0.5288709,0.1534279
1.408163,3.508199,0.6044187,0.1258953
2.112245,3.558029,0.6287357,0.09921076
2.816327,3.490438,0.6422297,0.08027731
3.520408,3.236077,0.6385506,0.06499543
4.22449,2.880758,0.6165609,0.05163684
4.928571,2.521833,0.5916289,0.04144945
5.632653,2.227511,0.5700379,0.03402878
6.336735,1.946699,0.5516858,0.02854283
7.040816,1.690404,0.5360054,0.0244001
7.744898,1.459161,0.5222728,0.02117049
8.44898,1.252855,0.5101673,0.0186054
9.153061,1.070149,0.4993652,0.0165263
9.857143,0.9097482,0.4896935,0.01481985
10.56122,0.7703828,0.4810556,0.01340107
11.26531,0.6501166,0.4733428,0.01220918
11.96939,0.5464721,0.4664643,0.01120048
12.67347,0.4574274,0.4603012,0.01033704
13.37755,0.3808023,0.454728,0.009587484
14.08163,0.3160813,0.4497291,0.008940526
14.78571,0.2627495,0.4453914,0.008396018
15.4898,0.2129107,0.4410849,0.007872732
16.19388,0.1727326,0.4372996,0.007427322
16.89796,0.1388104,0.4337619,0.007026503
17.60204,0.10895,0.4305071,0.006666186
18.30612,0.08384745,0.427397,0.0063371
19.0102,0.06327541,0.424518,0.006043847
19.71429,0.04509662,0.4217947,0.005775846
20.41837,0.03004254,0.4191729,0.005528252
21.12245,0.01694159,0.4166792,0.005300432
21.82653,0.008077746,0.4147122,0.005127776
22.53061,-0.001055037,0.4123147,0.004928206
23.23469,-0.008892817,0.4099044,0.004733984
23.93878,-0.01679298,0.4076053,0.004552514
24.64286,-0.02058746,0.4055721,0.004403456
25.34694,-0.02439272,0.4035613,0.004259026
26.05102,-0.028711,0.401611,0.00412267
26.7551,-0.03004801,0.3997754,0.0040034
27.45918,-0.03172551,0.3979633,0.003886701
28.16327,-0.03374062,0.3962163,0.003777442
28.86735,-0.03353948,0.3946067,0.003682826
29.57143,-0.03364247,0.3930198,0.003590143
30.27551,-0.03411684,0.3914996,0.003503499
30.97959,-0.03289981,0.3901475,0.003430098
31.68367,-0.03174943,0.3888286,0.003359123
32.38776,-0.03110736,0.3875655,0.0032921
33.09184,-0.02927452,0.3864988,0.003237507
33.79592,-0.02715122,0.3854995,0.003186944
34.5,-0.02566293,0.3845249,0.003137748
