z,U_0,U_1,U_2
0,0,0,0
0.7040816,1.016712,0.4654388,0.03365014
1.408163,1.449327,0.9661631,0.1149831
2.112245,1.779578,1.334221,0.2296712
2.816327,2.045158,1.633622,0.362476
3.520408,2.277655,1.926729,0.4732163
4.22449,2.481593,2.199509,0.5260537
4.928571,2.65375,2.428251,0.5395844
5.632653,2.800016,2.620056,0.5357221
6.336735,2.925832,2.783598,0.5223465
7.040816,3.035945,2.925088,0.5030819
7.744898,3.13328,3.048628,0.4800292
8.44898,3.219908,3.156921,0.4548347
9.153061,3.297596,3.25228,0.4284783
9.857143,3.36755,3.336468,0.4017527
10.56122,3.430867,3.411019,0.3755608
11.26531,3.488399,3.477294,0.3504081
11.96939,3.540878,3.536503,0.326589
12.67347,3.588955,3.589697,0.3042431
13.37755,3.633386,3.637969,0.2833137
14.08163,3.67398,3.681319,0.2640545
14.78571,3.710134,3.719342,0.2470508
15.4898,3.746759,3.757411,0.2300516
16.19388,3.77936,3.790987,0.215265
16.89796,3.80983,3.821943,0.2015857
17.60204,3.838362,3.850949,0.1892664
18.30612,3.865335,3.877927,0.1777282
19.0102,3.890244,3.902657,0.1674777
19.71429,3.913754,3.926097,0.1581667
20.41837,3.935961,3.947996,0.1495154
21.12245,3.95691,3.968656,0.1416325
21.82653,3.973167,3.984566,0.1357365
22.53061,3.992381,4.003485,0.1291112
23.23469,4.011356,4.021886,0.1226823
23.93878,4.029292,4.03939,0.1167194
24.64286,4.044226,4.053956,0.1122362
25.34694,4.058864,4.068094,0.1078624
26.05102,4.072964,4.081731,0.1038438
26.7551,4.08522,4.093607,0.1005211
27.45918,4.097355,4.105251,0.09729345
28.16327,4.108863,4.116333,0.094378
28.86735,4.118701,4.125801,0.09201972
29.57143,4.128436,4.135085,0.08973088
30.27551,4.137622,4.143864,0.08766262
30.97959,4.145255,4.15115,0.08608306
31.68367,4.152668,4.158169,0.08456265
32.38776,4.159739,4.164847,0.08316148
33.09184,4.165347,4.170142,0.08220592
33.79592,4.170496,4.174964,0.08130307
34.5,4.175594,4.179688,0.08045694
