z,p,k,epsilon
0,-0.8613088,0.6042555,4.059185
0.7040816,-0.8297288,0.4589637,0.1534679
1.408163,-0.8472273,0.578855,0.122477
2.112245,-0.8687368,0.6397629,0.1089083
2.816327,-0.8906274,0.6617972,0.09317172
3.520408,-0.8754767,0.6528949,0.07578298
4.22449,-0.8281422,0.6300496,0.06017414
4.928571,-0.7800595,0.6049627,0.04793828
5.632653,-0.7327908,0.5819997,0.03885155
6.336735,-0.6915249,0.5620605,0.03213002
7.040816,-0.6577818,0.5448789,0.02708338
7.744898,-0.6307946,0.5299037,0.02320756
8.44898,-0.6087815,0.5166977,0.02016878
9.153061,-0.5900238,0.5049479,0.01774192
9.857143,-0.5732686,0.4944576,0.01577647
10.56122,-0.5575267,0.4850514,0.01416188
11.26531,-0.5418509,0.4765802,0.01281652
11.96939,-0.5258828,0.4689643,0.01168556
12.67347,-0.5096207,0.4621011,0.01072433
13.37755,-0.4929642,0.4558743,0.009896159
14.08163,-0.4765071,0.4503106,0.009188613
14.78571,-0.461354,0.4455942,0.008612611
15.4898,-0.4418307,0.440705,0.008037866
16.19388,-0.4231616,0.4363572,0.007549191
16.89796,-0.4070388,0.4325193,0.007125413
17.60204,-0.3888021,0.4288251,0.006738908
18.30612,-0.3720856,0.4254313,0.006392035
19.0102,-0.3558317,0.4223083,0.006085523
19.71429,-0.3389813,0.4193045,0.005803833
20.41837,-0.3241417,0.4165123,0.005547642
21.12245,-0.3090554,0.4138187,0.005310784
21.82653,-0.295542,0.4114933,0.00511432
22.53061,-0.2808619,0.4091433,0.004927251
23.23469,-0.2663566,0.4067186,0.004737016
23.93878,-0.2522695,0.4042511,0.004543832
24.64286,-0.2390709,0.4021654,0.004395752
25.34694,-0.225694,0.4000854,0.004248984
26.05102,-0.2150044,0.3980782,0.004108449
26.7551,-0.2030538,0.3962383,0.003990854
27.45918,-0.1912267,0.3944001,0.003873302
28.16327,-0.1813801,0.3926325,0.00376169
28.86735,-0.1705149,0.3910518,0.003669005
29.57143,-0.159698,0.3894714,0.003576331
30.27551,-0.1505419,0.3879425,0.003487442
30.97959,-0.140481,0.3866535,0.003416967
31.68367,-0.1304201,0.3853645,0.003346491
32.38776,-0.1216574,0.3840966,0.003277391
33.09184,-0.1117468,0.3831141,0.003226121
33.79592,-0.1016672,0.3821559,0.003176238
34.5,-0.09252087,0.3811976,0.003126385
