z,p,k,epsilon
1.81702e-18,-3.057183,0.03961963,0.06813642
0.7040816,-3.049837,0.1547421,0.02465362
1.408163,-3.060093,0.2103436,0.02881267
2.112245,-3.063341,0.2481709,0.03530531
2.816327,-3.056626,0.2671804,0.0415616
3.520408,-3.038656,0.2859727,0.07103553
4.22449,-2.952033,0.6428334,1.051705
4.928571,-2.544732,0.6791776,0.3223062
5.632653,-2.216107,0.7552193,0.1237601
6.336735,-1.971971,0.7475155,0.0810208
7.040816,-1.785548,0.7098875,0.05720177
7.744898,-1.639733,0.6679867,0.04245491
8.44898,-1.521907,0.6287974,0.03284178
9.153061,-1.418792,0.5946191,0.02629134
9.857143,-1.325649,0.5655452,0.02165277
10.56122,-1.239807,0.5411437,0.01827479
11.26531,-1.160218,0.5207613,0.01574752
11.96939,-1.085946,0.5036903,0.01379971
12.67347,-1.0167,0.4893322,0.01226529
13.37755,-0.9515751,0.4771336,0.0110269
14.08163,-0.8918719,0.4669389,0.01003046
14.78571,-0.8425288,0.4592338,0.009296769
15.4898,-0.7825083,0.4506092,0.008496208
16.19388,-0.7325463,0.4440264,0.007896001
16.89796,-0.6867664,0.4383344,0.007385627
17.60204,-0.6443091,0.4333361,0.006945817
18.30612,-0.6036309,0.4288084,0.006553474
19.0102,-0.5674986,0.4247558,0.006206893
19.71429,-0.5329849,0.4210365,0.005894026
20.41837,-0.5009649,0.4176652,0.005617148
21.12245,-0.4717172,0.4145605,0.005368638
21.82653,-0.4477584,0.4120463,0.005170459
22.53061,-0.4160206,0.4089339,0.004930951
23.23469,-0.3902121,0.4063545,0.00473905
23.93878,-0.3664701,0.4039123,0.004563462
24.64286,-0.3458343,0.4016387,0.004402562
25.34694,-0.3245002,0.3994442,0.004251939
26.05102,-0.3054858,0.3973626,0.004115411
26.7551,-0.2880286,0.3954039,0.003988878
27.45918,-0.2702473,0.3935101,0.003869409
28.16327,-0.2543868,0.3917314,0.003762416
28.86735,-0.2394259,0.3900589,0.003662957
29.57143,-0.2242143,0.3884578,0.003569463
30.27551,-0.210248,0.3869717,0.003486181
30.97959,-0.1969996,0.3855854,0.003409083
31.68367,-0.1836733,0.3842954,0.003338332
32.38776,-0.1712167,0.3831114,0.00327529
33.09184,-0.1588826,0.3820188,0.003217487
33.79592,-0.1449686,0.3810692,0.003167622
34.5,-0.1309455,0.3802033,0.003122777
