z,p,k,epsilon
3.634163e-18,-3.130931,0.06965754,0.1590507
0.7040816,-3.110907,0.1920463,0.03091297
1.408163,-3.098263,0.2641579,0.03411385
2.112245,-3.092032,0.3207828,0.03887394
2.816327,-3.085396,0.3660427,0.04472502
3.520408,-3.0795,0.4011947,0.05342859
4.22449,-3.070548,0.4261673,0.07199934
4.928571,-3.034606,0.4736903,0.1694467
5.632653,-2.815072,0.8750163,1.643771
6.336735,-2.518695,0.7089117,0.1918265
7.040816,-2.355652,0.7744932,0.09987354
7.744898,-2.199618,0.7547871,0.06821074
8.44898,-2.044909,0.7082139,0.04814777
9.153061,-1.895693,0.6595316,0.03559624
9.857143,-1.753494,0.6163615,0.02744384
10.56122,-1.620766,0.5801821,0.02197454
11.26531,-1.498294,0.5504678,0.01817111
11.96939,-1.385771,0.5261072,0.0154147
12.67347,-1.282745,0.5061681,0.01335985
13.37755,-1.187687,0.4896911,0.01177817
14.08163,-1.102274,0.4763145,0.01055586
14.78571,-1.032282,0.4663207,0.00967384
15.4898,-0.9495294,0.4556521,0.008757826
16.19388,-0.8822404,0.4477045,0.008087122
16.89796,-0.8218829,0.4410104,0.007527056
17.60204,-0.7652591,0.4351591,0.007044619
18.30612,-0.7134433,0.4300226,0.006625166
19.0102,-0.6661173,0.4255256,0.006259426
19.71429,-0.6223603,0.4214793,0.005934426
20.41837,-0.5823056,0.4178467,0.005645958
21.12245,-0.5444907,0.4145517,0.005389186
21.82653,-0.5154334,0.4119748,0.005190839
22.53061,-0.4781384,0.4086966,0.004944494
23.23469,-0.4482516,0.4059945,0.004745692
23.93878,-0.4188325,0.4034957,0.004567829
24.64286,-0.3940193,0.401164,0.00440449
25.34694,-0.3703562,0.3989432,0.004252857
26.05102,-0.3469798,0.396843,0.004115684
26.7551,-0.3267993,0.3948633,0.003988189
27.45918,-0.3073829,0.3929599,0.003868312
28.16327,-0.2884653,0.3911833,0.003761144
28.86735,-0.2717081,0.3895053,0.003661164
29.57143,-0.2554037,0.3879031,0.0035675
30.27551,-0.2393507,0.3864288,0.003484379
30.97959,-0.2248645,0.3850441,0.00340701
31.68367,-0.2109246,0.3837575,0.003336238
32.38776,-0.1974314,0.3825879,0.003273474
33.09184,-0.1842809,0.3815,0.003215527
33.79592,-0.169286,0.380556,0.003165716
34.5,-0.1527257,0.3797029,0.003121172
