z,p,k,epsilon
1.817902e-18,-2.573585,1.349573,13.55175
0.7040816,-2.800765,1.213154,0.561231
1.408163,-2.976404,1.277868,0.3989015
2.112245,-2.907067,1.214116,0.3126919
2.816327,-2.792384,1.107668,0.2690778
3.520408,-2.431296,1.040307,0.2268406
4.22449,-1.739381,0.9801682,0.1551852
4.928571,-0.9680335,0.8932847,0.09964377
5.632653,-0.4371901,0.8019531,0.06672556
6.336735,-0.111602,0.7220098,0.0474552
7.040816,0.07452494,0.6618767,0.0359946
7.744898,0.1532983,0.6169378,0.02870801
8.44898,0.178292,0.5826093,0.02372228
9.153061,0.1736912,0.5559815,0.02014179
9.857143,0.1540463,0.5348303,0.01745865
10.56122,0.1282682,0.5176832,0.01538474
11.26531,0.100111,0.5034972,0.01373736
11.96939,0.07275587,0.4915462,0.0123964
12.67347,0.04747625,0.4813506,0.01128655
13.37755,0.02476571,0.4725098,0.0103495
14.08163,0.005462069,0.4649584,0.009566101
14.78571,-0.0121792,0.4584559,0.008906645
15.4898,-0.02493387,0.4524948,0.008316435
16.19388,-0.03680578,0.4470545,0.00778958
16.89796,-0.047941,0.4420693,0.007326536
17.60204,-0.05546336,0.4377056,0.006920213
18.30612,-0.06226958,0.4335816,0.006549776
19.0102,-0.06730116,0.429887,0.006227661
19.71429,-0.07055109,0.4264527,0.005933963
20.41837,-0.07369063,0.4231379,0.005662627
21.12245,-0.07531528,0.4200973,0.005416304
21.82653,-0.07625135,0.417268,0.005195674
22.53061,-0.07586236,0.4146806,0.005004454
23.23469,-0.07540371,0.4121037,0.004815671
23.93878,-0.07528611,0.4093523,0.004617182
24.64286,-0.07351247,0.4070498,0.004464873
25.34694,-0.07142982,0.4047813,0.004313556
26.05102,-0.06921732,0.4025437,0.004167036
26.7551,-0.06651285,0.4005328,0.004045475
27.45918,-0.0636672,0.3985336,0.003924182
28.16327,-0.06073695,0.3965823,0.003808132
28.86735,-0.05753516,0.3948567,0.003712253
29.57143,-0.05425179,0.3931375,0.003616508
30.27551,-0.0509038,0.3914599,0.003524221
30.97959,-0.04745955,0.3900435,0.003451084
31.68367,-0.04392651,0.3886332,0.003378068
32.38776,-0.04037381,0.3872279,0.003305419
33.09184,-0.03690587,0.3861521,0.003252873
33.79592,-0.03338824,0.385092,0.003200952
34.5,-0.02987062,0.3840319,0.00314903
