z,p,k,epsilon
0,-4.282088,0.2832796,1.303873
0.7040816,-4.272755,0.9913557,0.5087932
1.408163,-4.367019,1.391842,0.7059285
2.112245,-4.3749,1.627082,0.9115054
2.816327,-4.209451,1.628861,0.9945703
3.520408,-3.81815,1.313973,0.6881018
4.22449,-3.32725,1.022521,0.3243386
4.928571,-2.926144,0.9062925,0.1817662
5.632653,-2.560842,0.8161576,0.1102842
6.336735,-2.282254,0.7373564,0.07094774
7.040816,-2.04137,0.6703695,0.04814068
7.744898,-1.829076,0.6160997,0.03463965
8.44898,-1.641728,0.5735599,0.02635619
9.153061,-1.475823,0.5404879,0.02104249
9.857143,-1.328632,0.5146616,0.01743708
10.56122,-1.19814,0.4944935,0.0148897
11.26531,-1.082552,0.4787148,0.01302205
11.96939,-0.9799855,0.4663265,0.01160642
12.67347,-0.8888353,0.4565008,0.01049901
13.37755,-0.8075015,0.4485843,0.009606245
14.08163,-0.7351533,0.4421818,0.008877538
14.78571,-0.6727704,0.4370697,0.008291299
15.4898,-0.6132122,0.4321793,0.007727445
16.19388,-0.5616266,0.4282542,0.007270802
16.89796,-0.5152175,0.4247706,0.006867471
17.60204,-0.4732752,0.4216369,0.006508005
18.30612,-0.434741,0.418765,0.006185704
19.0102,-0.4006749,0.4161427,0.005897308
19.71429,-0.3695075,0.4137093,0.005636692
20.41837,-0.3405909,0.4114097,0.005397603
21.12245,-0.3135727,0.4092265,0.00517916
21.82653,-0.2894061,0.4071833,0.004982503
22.53061,-0.2689159,0.4051811,0.004799676
23.23469,-0.24861,0.4032415,0.004628541
23.93878,-0.2281569,0.4013083,0.004460327
24.64286,-0.2113399,0.399544,0.004318893
25.34694,-0.19497,0.3977853,0.004180702
26.05102,-0.1792268,0.3960708,0.0040492
26.7551,-0.1656043,0.3944787,0.003936345
27.45918,-0.1521993,0.3928918,0.003824888
28.16327,-0.1392274,0.3913567,0.003719783
28.86735,-0.1278481,0.389961,0.003630498
29.57143,-0.1166412,0.3885719,0.003542152
30.27551,-0.1057522,0.387236,0.00345886
30.97959,-0.09594328,0.3860693,0.003389885
31.68367,-0.08628955,0.3849196,0.00332242
32.38776,-0.07666626,0.3838107,0.003258011
33.09184,-0.06813478,0.3829004,0.003207105
33.79592,-0.06001605,0.3820358,0.00315924
34.5,-0.05193479,0.3811801,0.003111916
