z,U_0,U_1,U_2
0,0,0,0
0.7040816,-1.713499,2.013426,0.06896393
1.408163,-1.473078,2.580121,0.1566985
2.112245,-1.259536,3.0346,0.2107372
2.816327,-1.109824,3.368043,0.2497417
3.520408,-0.9863984,3.623993,0.2821895
4.22449,-0.8769281,3.826624,0.3095429
4.928571,-0.7750851,4.002029,0.3294864
5.632653,-0.6842868,4.152263,0.3445157
6.336735,-0.6032809,4.288123,0.352806
7.040816,-0.5317124,4.412218,0.3551857
7.744898,-0.4687173,4.526017,0.3526261
8.44898,-0.4134051,4.630498,0.3461464
9.153061,-0.3647574,4.726418,0.336699
9.857143,-0.3222158,4.814532,0.3251175
10.56122,-0.2851036,4.895471,0.3122054
11.26531,-0.2526748,4.96997,0.2985258
11.96939,-0.2242107,5.038703,0.2844209
12.67347,-0.1993029,5.102266,0.2703439
13.37755,-0.1772966,5.161523,0.2564279
14.08163,-0.1581964,5.215845,0.2431518
14.78571,-0.1415955,5.265541,0.2306623
15.4898,-0.1261807,5.314117,0.2180729
16.19388,-0.1129768,5.358376,0.206587
16.89796,-0.10141,5.399899,0.1958578
17.60204,-0.09095666,5.438732,0.1856532
18.30612,-0.08173659,5.475719,0.1761303
19.0102,-0.07382718,5.509852,0.1674405
19.71429,-0.06656744,5.542019,0.1592548
20.41837,-0.06013293,5.572583,0.1517042
21.12245,-0.05428206,5.601395,0.1446614
21.82653,-0.04977389,5.624788,0.1390923
22.53061,-0.04494554,5.652197,0.1329649
23.23469,-0.04043807,5.677576,0.1271903
23.93878,-0.03616881,5.701067,0.1218351
24.64286,-0.0329954,5.721181,0.1176883
25.34694,-0.02991263,5.74134,0.1135969
26.05102,-0.02703259,5.761176,0.1098159
26.7551,-0.02468972,5.777702,0.1067324
27.45918,-0.02239116,5.794421,0.1036975
28.16327,-0.02024226,5.810597,0.1009312
28.86735,-0.01848449,5.823847,0.09875737
29.57143,-0.01675381,5.83725,0.09661315
30.27551,-0.01511037,5.850316,0.09464419
30.97959,-0.01379836,5.86041,0.09324148
31.68367,-0.01249785,5.87059,0.09185208
32.38776,-0.01123932,5.880815,0.09052739
33.09184,-0.01026587,5.888027,0.089727
33.79592,-0.00931942,5.895066,0.08893968
34.5,-0.008392858,5.902327,0.08818063
