z,U_0,U_1,U_2
0,0,0,0
0.7040816,2.210398,-0.1731813,0.008967799
1.408163,2.780236,0.07057838,0.04334712
2.112245,3.141406,0.3391714,0.1084976
2.816327,3.398459,0.5441574,0.2045842
3.520408,3.606874,0.7315954,0.3482068
4.22449,3.794628,0.9653704,0.4663709
4.928571,3.964436,1.177097,0.4992946
5.632653,4.106941,1.326659,0.4967822
6.336735,4.236578,1.450814,0.4825101
7.040816,4.343689,1.54862,0.4638066
7.744898,4.43603,1.631177,0.4410536
8.44898,4.516591,1.701801,0.4155767
9.153061,4.587719,1.762536,0.3886545
9.857143,4.651315,1.814911,0.3613156
10.56122,4.708735,1.860108,0.334449
11.26531,4.761043,1.899209,0.3087326
11.96939,4.809091,1.933244,0.2845861
12.67347,4.853495,1.963031,0.2622272
13.37755,4.894867,1.989388,0.241688
14.08163,4.933281,2.012698,0.223088
14.78571,4.967476,2.032545,0.2071007
15.4898,5.003462,2.052657,0.1908649
16.19388,5.035591,2.069989,0.177273
16.89796,5.065956,2.085834,0.1650683
17.60204,5.094793,2.100547,0.1539881
18.30612,5.12222,2.114127,0.1439157
19.0102,5.148063,2.126628,0.1350171
19.71429,5.172706,2.13838,0.1270224
20.41837,5.196141,2.149353,0.1197935
21.12245,5.218358,2.159627,0.1132125
21.82653,5.239009,2.168993,0.1074514
22.53061,5.259003,2.178017,0.1023061
23.23469,5.277982,2.186467,0.0975121
23.93878,5.296791,2.194884,0.09282766
24.64286,5.313355,2.202102,0.08940255
25.34694,5.329606,2.209185,0.08593992
26.05102,5.345251,2.216039,0.08272795
26.7551,5.358993,2.221916,0.08025685
27.45918,5.372588,2.227733,0.07776624
28.16327,5.385505,2.233283,0.07550615
28.86735,5.396572,2.23793,0.07379635
29.57143,5.407531,2.242535,0.07207528
30.27551,5.417884,2.2469,0.0705059
30.97959,5.426431,2.250418,0.06939832
31.68367,5.434784,2.253856,0.06828609
32.38776,5.442742,2.257143,0.06722051
33.09184,5.448936,2.259624,0.06657333
33.79592,5.454721,2.261928,0.06592899
34.5,5.460435,2.264203,0.06529037
