z,p,k,epsilon
0,4.6764,0.5713576,3.733025
0.7040816,4.444349,0.9185342,0.2879791
1.408163,4.335458,1.039069,0.2404708
2.112245,4.540816,1.127665,0.2252727
2.816327,4.940036,1.249413,0.2305657
3.520408,5.38427,1.397351,0.2480524
4.22449,5.708758,1.557465,0.273493
4.928571,5.748821,1.72465,0.3067396
5.632653,5.245426,1.865822,0.3345244
6.336735,3.855453,1.844666,0.3023773
7.040816,1.941973,1.573613,0.1999367
7.744898,0.5212254,1.214713,0.1074375
8.44898,-0.1643394,0.9456239,0.05965136
9.153061,-0.3454747,0.7648396,0.03637628
9.857143,-0.4220197,0.6551617,0.02515982
10.56122,-0.4405195,0.5868466,0.01921516
11.26531,-0.4364068,0.5429267,0.01569809
11.96939,-0.4234898,0.5132945,0.01339114
12.67347,-0.4067386,0.4924204,0.01176164
13.37755,-0.3880297,0.4770163,0.01053586
14.08163,-0.3696652,0.4654506,0.009592008
14.78571,-0.3543699,0.4573136,0.008909928
15.4898,-0.3338218,0.4487906,0.008181459
16.19388,-0.3162374,0.4425972,0.007637196
16.89796,-0.3007074,0.4373929,0.007174337
17.60204,-0.2861093,0.4328947,0.00677287
18.30612,-0.2711147,0.4288626,0.006413251
19.0102,-0.2579592,0.4252965,0.006094798
19.71429,-0.245033,0.4220242,0.00580552
20.41837,-0.2328411,0.4190338,0.005546696
21.12245,-0.2211773,0.416275,0.005313252
21.82653,-0.210896,0.4139371,0.005118123
22.53061,-0.1992641,0.4112957,0.004904873
23.23469,-0.1900758,0.4089818,0.004723582
23.93878,-0.1793555,0.4066422,0.004546845
24.64286,-0.1693705,0.4045595,0.004393899
25.34694,-0.1609687,0.4025244,0.004248595
26.05102,-0.1523628,0.4005507,0.004113585
26.7551,-0.1436428,0.3987137,0.003992018
27.45918,-0.1359086,0.396914,0.003875326
28.16327,-0.1279714,0.3951872,0.003768229
28.86735,-0.1199802,0.393589,0.003671935
29.57143,-0.11273,0.3920318,0.003579645
30.27551,-0.105336,0.3905568,0.003495345
30.97959,-0.09784497,0.3892153,0.003420415
31.68367,-0.09101572,0.3879339,0.003349963
32.38776,-0.0841268,0.3867314,0.003285425
33.09184,-0.07698507,0.3856682,0.003229338
33.79592,-0.07044086,0.3847065,0.003179336
34.5,-0.06382189,0.3838016,0.003132722
