z,p,k,epsilon
3.63402e-18,-0.1919092,0.404184,2.221044
0.7040816,-0.2000158,0.5185296,0.1821522
1.408163,-0.2093333,0.5858161,0.1460884
2.112245,-0.1901254,0.6140356,0.1224991
2.816327,-0.1510644,0.6410229,0.1080211
3.520408,-0.1525041,0.6684581,0.09823792
4.22449,-0.2706604,0.666087,0.08172557
4.928571,-0.4079144,0.6375464,0.06218786
5.632653,-0.50952,0.6100099,0.0481195
6.336735,-0.5774691,0.5854862,0.03785228
7.040816,-0.6314616,0.5651583,0.0308444
7.744898,-0.6709094,0.5471576,0.02574741
8.44898,-0.6974006,0.5310098,0.0219154
9.153061,-0.7121022,0.5164839,0.01895735
9.857143,-0.7164328,0.503379,0.01661264
10.56122,-0.7118691,0.4916022,0.01472403
11.26531,-0.7000786,0.4810873,0.01318366
11.96939,-0.6828213,0.4717824,0.0119153
12.67347,-0.6614581,0.4635819,0.01085999
13.37755,-0.637185,0.4563569,0.009970565
14.08163,-0.6112903,0.4500531,0.009221736
14.78571,-0.5859666,0.4447274,0.008607527
15.4898,-0.5558877,0.4394139,0.008010061
16.19388,-0.5283345,0.4349779,0.007521516
16.89796,-0.5017124,0.4309617,0.007089174
17.60204,-0.4756303,0.4272927,0.006703262
18.30612,-0.4496701,0.4238982,0.006357289
19.0102,-0.4252285,0.4207927,0.006048127
19.71429,-0.4021494,0.417911,0.005769665
20.41837,-0.3802866,0.4151949,0.005514869
21.12245,-0.3594671,0.4126329,0.005282699
21.82653,-0.3398927,0.4102514,0.005074347
22.53061,-0.3199377,0.4079432,0.004881589
23.23469,-0.3012837,0.4057234,0.004701364
23.93878,-0.2833478,0.4035074,0.004524306
24.64286,-0.2677364,0.4015213,0.004376257
25.34694,-0.2516997,0.39955,0.004231729
26.05102,-0.2370191,0.3976274,0.004094257
26.7551,-0.2232635,0.3958671,0.003976793
27.45918,-0.2093373,0.3941169,0.003860864
28.16327,-0.196573,0.3924203,0.003751514
28.86735,-0.1842488,0.3908977,0.00365898
29.57143,-0.1718233,0.3893856,0.003567483
30.27551,-0.1602276,0.3879269,0.003481137
30.97959,-0.1490554,0.3866664,0.003409858
31.68367,-0.1377493,0.3854284,0.003340216
32.38776,-0.1269162,0.3842303,0.003273652
33.09184,-0.116468,0.3832526,0.003221112
33.79592,-0.1056745,0.3823305,0.003171824
34.5,-0.09501925,0.3814164,0.003123067
