z,p,k,epsilon
0,-0.02478144,0.5751783,3.770521
0.7040816,-0.06395542,0.8448296,0.4054883
1.408163,-0.08464401,0.9035902,0.2869596
2.112245,-0.05126061,0.8621742,0.2050145
2.816327,0.02047364,0.807788,0.1559856
3.520408,0.06554313,0.7735287,0.1262754
4.22449,-0.01432094,0.7392137,0.09701877
4.928571,-0.1164748,0.6971667,0.06986453
5.632653,-0.1893943,0.6594302,0.05166955
6.336735,-0.2120687,0.624797,0.03956867
7.040816,-0.2368367,0.5937133,0.03138886
7.744898,-0.2552389,0.5668013,0.02573427
8.44898,-0.2700653,0.5439945,0.02165944
9.153061,-0.2815689,0.5246201,0.01859252
9.857143,-0.2904095,0.5083781,0.01624041
10.56122,-0.2964982,0.4947967,0.01439553
11.26531,-0.2996778,0.4833156,0.01291469
11.96939,-0.3002374,0.4735329,0.01170148
12.67347,-0.2987017,0.4651805,0.0106948
13.37755,-0.2949847,0.4579037,0.009840245
14.08163,-0.2898982,0.4516889,0.009123926
14.78571,-0.2845486,0.4467731,0.008566754
15.4898,-0.2757409,0.441256,0.007955776
16.19388,-0.2673174,0.4368896,0.00747877
16.89796,-0.2593482,0.4329936,0.007059967
17.60204,-0.249944,0.429422,0.00668632
18.30612,-0.2405279,0.4260991,0.006348714
19.0102,-0.2309905,0.4230511,0.006045563
19.71429,-0.2216987,0.4201897,0.00576911
20.41837,-0.2129479,0.4175089,0.005518129
21.12245,-0.2035942,0.4149729,0.005290323
21.82653,-0.1953585,0.4127599,0.005096903
22.53061,-0.186029,0.4103466,0.004894119
23.23469,-0.176121,0.4081173,0.004714676
23.93878,-0.1684439,0.4058623,0.004537092
24.64286,-0.1600148,0.403857,0.004387146
25.34694,-0.1510503,0.4018664,0.004242758
26.05102,-0.1444514,0.3999441,0.004107879
26.7551,-0.1365269,0.3981499,0.003988204
27.45918,-0.1282847,0.3963741,0.003871971
28.16327,-0.1219684,0.3946708,0.003764446
28.86735,-0.1145025,0.3931017,0.003669567
29.57143,-0.1067946,0.3915586,0.003577552
30.27551,-0.100607,0.3900901,0.003492633
30.97959,-0.0936053,0.388774,0.003418966
31.68367,-0.08632763,0.3875026,0.003348731
32.38776,-0.08012337,0.3862957,0.003283418
33.09184,-0.07354159,0.3852568,0.00322848
33.79592,-0.06657182,0.3843026,0.003178629
34.5,-0.06021979,0.3833863,0.003131138
