z,p,k,epsilon
0,-0.5277971,0.430028,2.437429
0.7040816,-0.5339343,0.464607,0.1552438
1.408163,-0.5403573,0.5308522,0.1222856
2.112245,-0.5150238,0.5701157,0.1066011
2.816327,-0.4642261,0.6090552,0.09817366
3.520408,-0.4415521,0.6466553,0.09251757
4.22449,-0.5303515,0.6517885,0.07875368
4.928571,-0.6394394,0.6275075,0.06080542
5.632653,-0.7207306,0.6016581,0.04732507
6.336735,-0.7528269,0.5784104,0.03756914
7.040816,-0.7821795,0.5589092,0.03072954
7.744898,-0.7996847,0.5417051,0.02570164
8.44898,-0.8074541,0.526332,0.02189262
9.153061,-0.8066385,0.5124202,0.01892148
9.857143,-0.7984818,0.4998838,0.01657398
10.56122,-0.7841298,0.4886446,0.01469437
11.26531,-0.7645866,0.4786008,0.01316609
11.96939,-0.741159,0.4696609,0.01190457
12.67347,-0.715029,0.4617602,0.01085398
13.37755,-0.686561,0.4547016,0.009961351
14.08163,-0.6575521,0.4485673,0.009213983
14.78571,-0.6310289,0.4436629,0.008633994
15.4898,-0.5973471,0.4381234,0.008000018
16.19388,-0.5673952,0.433706,0.007507031
16.89796,-0.538571,0.4297542,0.007075533
17.60204,-0.5104791,0.4261421,0.00669249
18.30612,-0.4831746,0.4227914,0.006347311
19.0102,-0.4568305,0.419719,0.006038467
19.71429,-0.4319194,0.4168463,0.005757746
20.41837,-0.4081833,0.4141619,0.005503538
21.12245,-0.3852319,0.4116315,0.005273549
21.82653,-0.3652378,0.4094263,0.005078631
22.53061,-0.3445187,0.4070243,0.004874711
23.23469,-0.3247815,0.4048169,0.004694619
23.93878,-0.3044982,0.4025901,0.004516394
24.64286,-0.2879058,0.4006135,0.00436641
25.34694,-0.2709659,0.3986548,0.004222087
26.05102,-0.2549301,0.3967669,0.004087406
26.7551,-0.2404005,0.395012,0.003968285
27.45918,-0.2257314,0.393274,0.003852587
28.16327,-0.2118384,0.391613,0.003745729
28.86735,-0.198857,0.3900892,0.00365167
29.57143,-0.1857974,0.3885889,0.003560405
30.27551,-0.173219,0.3871693,0.003476352
30.97959,-0.1613521,0.3859009,0.003403586
31.68367,-0.1494538,0.3846741,0.00333416
32.38776,-0.1377991,0.383518,0.003269753
33.09184,-0.1264617,0.3825262,0.003215708
33.79592,-0.1149263,0.3816138,0.0031666
34.5,-0.1033595,0.3807423,0.003119893
