z,U_0,U_1,U_2
0,0,0,0
0.7040816,-0.1331978,-0.726413,-0.228531
1.408163,0.2350989,-0.4101348,-0.473214
2.112245,0.7898803,0.06054973,-0.7256284
2.816327,1.527682,0.5737898,-0.9133678
3.520408,2.134665,0.9063709,-0.9758686
4.22449,2.641268,1.087873,-0.9931994
4.928571,3.130155,1.234253,-0.9872245
5.632653,3.572018,1.383687,-0.9469088
6.336735,3.9268,1.524624,-0.8734869
7.040816,4.190276,1.644905,-0.7797655
7.744898,4.379217,1.741203,-0.6806666
8.44898,4.516377,1.816966,-0.5862431
9.153061,4.619361,1.876568,-0.5011883
9.857143,4.700016,1.923989,-0.426958
10.56122,4.765537,1.962213,-0.3633613
11.26531,4.820552,1.993431,-0.3092324
11.96939,4.868179,2.019495,-0.2631557
12.67347,4.910355,2.041621,-0.2239183
13.37755,4.948708,2.060841,-0.190237
14.08163,4.983355,2.077383,-0.1618646
14.78571,5.012503,2.090757,-0.1396958
15.4898,5.045897,2.105746,-0.1160868
16.19388,5.074303,2.118032,-0.09833548
16.89796,5.101218,2.128843,-0.0829335
17.60204,5.126592,2.139347,-0.06962578
18.30612,5.150715,2.149089,-0.0579922
19.0102,5.173613,2.15809,-0.04827916
19.71429,5.195529,2.16671,-0.0396244
20.41837,5.216465,2.174663,-0.03197908
21.12245,5.236233,2.182335,-0.02524849
21.82653,5.251986,2.188404,-0.02031648
22.53061,5.272688,2.196581,-0.01428729
23.23469,5.290531,2.203189,-0.009460695
23.93878,5.306691,2.209363,-0.005162339
24.64286,5.322226,2.215397,-0.001766677
25.34694,5.336988,2.220875,0.001553447
26.05102,5.350588,2.226133,0.00462069
26.7551,5.363709,2.231187,0.007231246
27.45918,5.376166,2.235865,0.009684907
28.16327,5.38748,2.240256,0.01189393
28.86735,5.398345,2.244467,0.01380654
29.57143,5.408545,2.248344,0.01565202
30.27551,5.417631,2.251895,0.01741006
30.97959,5.426337,2.255331,0.01888032
31.68367,5.434337,2.258436,0.02024579
32.38776,5.441414,2.261256,0.02147363
33.09184,5.44814,2.264022,0.02259598
33.79592,5.45398,2.266402,0.02442858
34.5,5.459126,2.268584,0.02652052
