z,p,k,epsilon
0,2.23752,0.3967019,2.160181
0.7040816,2.282908,0.5622154,0.1807345
1.408163,2.276121,0.6307628,0.1397387
2.112245,2.198808,0.6249168,0.1009829
2.816327,2.074241,0.6131037,0.07543242
3.520408,1.899302,0.5998999,0.05875704
4.22449,1.687613,0.5844101,0.04695538
4.928571,1.46292,0.5675046,0.03828354
5.632653,1.248632,0.5496887,0.031705
6.336735,1.057146,0.5332293,0.02673249
7.040816,0.8881524,0.518587,0.0229136
7.744898,0.7405685,0.5056732,0.01992283
8.44898,0.6126293,0.4943367,0.01754183
9.153061,0.5022288,0.4843454,0.0156132
9.857143,0.4080681,0.4756284,0.01403757
10.56122,0.3283165,0.4680151,0.01273405
11.26531,0.2612237,0.4613153,0.01163971
11.96939,0.2049981,0.455395,0.01071129
12.67347,0.1579901,0.4501588,0.009916083
13.37755,0.1185557,0.4454576,0.009223977
14.08163,0.08599378,0.441299,0.008627862
14.78571,0.05921375,0.4376003,0.00811298
15.4898,0.03738083,0.4340589,0.007636048
16.19388,0.01927295,0.4308749,0.007219495
16.89796,0.004191908,0.4279423,0.006845712
17.60204,-0.007922113,0.4251582,0.006505648
18.30612,-0.01813041,0.4225506,0.006195832
19.0102,-0.02579396,0.4201269,0.005920414
19.71429,-0.03175497,0.4177732,0.005665535
20.41837,-0.03673264,0.4155378,0.005430892
21.12245,-0.04041425,0.4133785,0.005213587
21.82653,-0.04278995,0.4115877,0.005041567
22.53061,-0.04441269,0.4096022,0.004864877
23.23469,-0.04622313,0.4074829,0.004679057
23.93878,-0.04792602,0.4053913,0.004497006
24.64286,-0.04712279,0.4035709,0.00435681
25.34694,-0.04641217,0.4017624,0.004217742
26.05102,-0.04620782,0.3999972,0.004083669
26.7551,-0.04430561,0.3983398,0.003970685
27.45918,-0.04272444,0.3966907,0.003857898
28.16327,-0.04145413,0.3950876,0.003750256
28.86735,-0.03906148,0.3936239,0.003660275
29.57143,-0.03691794,0.392165,0.003570397
30.27551,-0.03511779,0.3907454,0.003483923
30.97959,-0.03234835,0.3895233,0.003414925
31.68367,-0.02971915,0.3883029,0.003345961
32.38776,-0.02738683,0.3870992,0.003278036
33.09184,-0.02473801,0.3861533,0.003227802
33.79592,-0.02200183,0.3852253,0.003178658
34.5,-0.01966632,0.3842998,0.00312955
