z,p,k,epsilon
0,4.369341,0.4655334,2.745546
0.7040816,4.26183,0.8847718,0.284157
1.408163,4.208359,1.012765,0.2437527
2.112245,4.423233,1.084069,0.2192323
2.816327,4.766174,1.186028,0.2140434
3.520408,5.098335,1.320677,0.2226627
4.22449,5.217165,1.463776,0.2360562
4.928571,4.910719,1.55939,0.2374299
5.632653,3.926226,1.555208,0.2145868
6.336735,2.417231,1.377146,0.1547259
7.040816,1.145228,1.109856,0.0928672
7.744898,0.3182774,0.8914119,0.0557212
8.44898,0.02127828,0.7321872,0.03559929
9.153061,-0.1512823,0.6347078,0.02534755
9.857143,-0.2338281,0.5727928,0.01961024
10.56122,-0.2728976,0.5328535,0.01612864
11.26531,-0.2893681,0.5060052,0.01382114
11.96939,-0.2940333,0.487,0.01216773
12.67347,-0.2918026,0.4729639,0.01091777
13.37755,-0.2851599,0.462144,0.009927518
14.08163,-0.2765184,0.4537171,0.009135792
14.78571,-0.2683158,0.4476032,0.008547195
15.4898,-0.2557796,0.4410193,0.007904481
16.19388,-0.2440759,0.4361125,0.007415082
16.89796,-0.2333329,0.4318891,0.006992422
17.60204,-0.2228615,0.4281636,0.006621522
18.30612,-0.2116754,0.4247707,0.00628647
19.0102,-0.2016299,0.4217248,0.005987456
19.71429,-0.1915466,0.4188913,0.005714086
20.41837,-0.1818718,0.4162776,0.005468012
21.12245,-0.1724917,0.4138252,0.00524498
21.82653,-0.1641192,0.4117293,0.005057886
22.53061,-0.1545854,0.4093349,0.004852623
23.23469,-0.1470212,0.4072186,0.004677497
23.93878,-0.1380696,0.4050722,0.004506567
24.64286,-0.1296997,0.4031405,0.004358075
25.34694,-0.1226947,0.4012439,0.004216828
26.05102,-0.1154576,0.3993963,0.00408554
26.7551,-0.108152,0.3976664,0.003967023
27.45918,-0.1016962,0.3959673,0.00385311
28.16327,-0.09501452,0.3943321,0.003748389
28.86735,-0.08838929,0.3928127,0.003654142
29.57143,-0.08242617,0.3913298,0.003563761
30.27551,-0.07635224,0.3899223,0.003481182
30.97959,-0.07025877,0.3886388,0.003407725
31.68367,-0.06468947,0.387411,0.00333862
32.38776,-0.05899208,0.3862575,0.003275304
33.09184,-0.05325585,0.3852357,0.003220254
33.79592,-0.04817255,0.3843098,0.003171152
34.5,-0.04311049,0.3834382,0.003125376
