z,U_0,U_1,U_2
1.81795e-18,4.325101e-17,2.191254e-17,-1.19263e-19
0.7040816,2.729598,0.5215365,-0.2390561
1.408163,2.918583,0.504627,-0.3239548
2.112245,3.163215,0.574097,-0.2486641
2.816327,3.260061,0.6728693,-0.01579387
3.520408,2.716412,0.7412092,0.1372425
4.22449,3.980319,1.254444,0.2622952
4.928571,4.117566,1.430763,0.3053523
5.632653,4.223064,1.57102,0.3187247
6.336735,4.316134,1.684297,0.3130805
7.040816,4.399431,1.775471,0.2960235
7.744898,4.474915,1.848743,0.2725698
8.44898,4.543827,1.907434,0.2460802
9.153061,4.607104,1.954209,0.2190943
9.857143,4.665486,1.991437,0.1932654
10.56122,4.719517,2.021062,0.169579
11.26531,4.76964,2.044895,0.1485291
11.96939,4.816318,2.064404,0.1301619
12.67347,4.859883,2.080664,0.1143718
13.37755,4.900946,2.094595,0.1008657
14.08163,4.938815,2.106536,0.08966127
14.78571,4.973611,2.116961,0.08043264
15.4898,5.008234,2.126939,0.07239004
16.19388,5.040019,2.135996,0.06582146
16.89796,5.06996,2.144541,0.060249
17.60204,5.098362,2.152583,0.05575766
18.30612,5.125457,2.160358,0.05188191
19.0102,5.15058,2.167704,0.04881309
19.71429,5.174639,2.17479,0.04629316
20.41837,5.19745,2.181697,0.04403524
21.12245,5.219184,2.188308,0.04226473
21.82653,5.239445,2.194608,0.04082046
22.53061,5.257703,2.200413,0.03976115
23.23469,5.276041,2.206278,0.03880613
23.93878,5.29511,2.212433,0.03769866
24.64286,5.310757,2.217621,0.03725802
25.34694,5.326386,2.222804,0.03681698
26.05102,5.341547,2.227903,0.03633585
26.7551,5.354585,2.232331,0.03619048
27.45918,5.367622,2.236759,0.03604511
28.16327,5.380099,2.241045,0.03586797
28.86735,5.390613,2.244644,0.03592142
29.57143,5.401128,2.248242,0.03597487
30.27551,5.411239,2.251734,0.03599115
30.97959,5.4193,2.254481,0.03616362
31.68367,5.427362,2.257229,0.03633609
32.38776,5.435362,2.25998,0.0364658
33.09184,5.441113,2.261899,0.03670488
33.79592,5.446807,2.263796,0.03694457
34.5,5.452496,2.265697,0.03717359
