z,U_0,U_1,U_2
3.634126e-18,5.80791e-18,4.476666e-18,2.58205e-19
0.7040816,0.0403252,0.006758068,0.05951182
1.408163,-0.006402543,-0.05018256,0.08959642
2.112245,-0.07574687,-0.0603319,0.1128327
2.816327,-0.1530161,-0.04424224,0.140688
3.520408,-0.2081856,-0.008272559,0.1752165
4.22449,-0.2131704,0.03889753,0.2139221
4.928571,-0.1516103,0.09068075,0.2535508
5.632653,-0.002436208,0.1451315,0.2928883
6.336735,0.4244617,0.3429797,0.277515
7.040816,3.597182,2.277341,0.195682
7.744898,4.075968,2.394098,0.07515032
8.44898,4.281859,2.354657,-0.001549222
9.153061,4.433965,2.312987,-0.04188301
9.857143,4.549957,2.277198,-0.06167183
10.56122,4.642034,2.249182,-0.06903095
11.26531,4.717669,2.228031,-0.06941081
11.96939,4.781888,2.21221,-0.06586443
12.67347,4.837627,2.200651,-0.06036019
13.37755,4.887282,2.192453,-0.05398223
14.08163,4.931046,2.18703,-0.04748524
14.78571,4.966423,2.184012,-0.04155644
15.4898,5.007983,2.181945,-0.03456623
16.19388,5.041988,2.181969,-0.02879831
16.89796,5.073282,2.18304,-0.02320786
17.60204,5.102304,2.184984,-0.01825168
18.30612,5.129782,2.187646,-0.0137068
19.0102,5.155282,2.191075,-0.009668799
19.71429,5.179611,2.194922,-0.005922579
20.41837,5.202364,2.199019,-0.002434399
21.12245,5.223677,2.203276,0.0007014687
21.82653,5.242099,2.207323,0.003245954
22.53061,5.263206,2.212369,0.006155308
23.23469,5.28142,2.216842,0.008383374
23.93878,5.298708,2.221191,0.01067486
24.64286,5.314747,2.225744,0.0125316
25.34694,5.330186,2.23005,0.01429618
26.05102,5.34454,2.234207,0.01604302
26.7551,5.357869,2.23829,0.01752527
27.45918,5.370749,2.242185,0.01894043
28.16327,5.382556,2.245867,0.0202611
28.86735,5.393403,2.249356,0.02140924
29.57143,5.403821,2.252664,0.02253811
30.27551,5.413261,2.255704,0.02363481
30.97959,5.421796,2.25854,0.02455602
31.68367,5.429834,2.261184,0.02542997
32.38776,5.437135,2.263614,0.02625032
33.09184,5.443561,2.265827,0.02704611
33.79592,5.44931,2.267771,0.02805224
34.5,5.45464,2.269579,0.02915868
