z,p,k,epsilon
0,-0.302268,0.385094,2.065563
0.7040816,-0.2887233,0.507175,0.1839646
1.408163,-0.2927151,0.5866675,0.1483206
2.112245,-0.2913988,0.6221879,0.123751
2.816327,-0.3016086,0.6357199,0.1018793
3.520408,-0.3567389,0.6300467,0.08139943
4.22449,-0.4367674,0.6088322,0.06283611
4.928571,-0.5169986,0.5852682,0.04892807
5.632653,-0.5585114,0.5632571,0.03857953
6.336735,-0.6005481,0.5450732,0.03144866
7.040816,-0.6321316,0.5293529,0.02626659
7.744898,-0.6537854,0.5155006,0.02238333
8.44898,-0.6658403,0.5031324,0.01939019
9.153061,-0.6689,0.4920409,0.01702848
9.857143,-0.6640429,0.4820517,0.01512205
10.56122,-0.6524979,0.4730818,0.01356115
11.26531,-0.635652,0.4650685,0.01226857
11.96939,-0.6149167,0.4579561,0.01118831
12.67347,-0.5913794,0.4516541,0.01027692
13.37755,-0.5659786,0.4460585,0.009498632
14.08163,-0.5397841,0.4411267,0.008835276
14.78571,-0.5147955,0.4369205,0.008285835
15.4898,-0.485695,0.4326775,0.007746356
16.19388,-0.459439,0.4290792,0.007300293
16.89796,-0.434306,0.4257795,0.006902481
17.60204,-0.4098382,0.4227284,0.006544878
18.30612,-0.3856623,0.4198676,0.006222215
19.0102,-0.3630164,0.4172204,0.005932292
19.71429,-0.3416858,0.4147264,0.005669423
20.41837,-0.3215492,0.4123508,0.005427845
21.12245,-0.3024148,0.410088,0.005206864
21.82653,-0.28452,0.4079647,0.005007794
22.53061,-0.2662052,0.4058474,0.004820038
23.23469,-0.2492589,0.4038337,0.004646773
23.93878,-0.2331139,0.401845,0.004478879
24.64286,-0.2190186,0.4000093,0.004335598
25.34694,-0.2045558,0.3981842,0.004195696
26.05102,-0.1913249,0.3963943,0.004062382
26.7551,-0.1790024,0.3947418,0.003948138
27.45918,-0.1665254,0.3930981,0.003835378
28.16327,-0.1550996,0.3914994,0.003728866
28.86735,-0.1442196,0.3900565,0.003638569
29.57143,-0.1332562,0.3886231,0.00354928
30.27551,-0.1230915,0.3872372,0.003464942
30.97959,-0.11347,0.386034,0.003395227
31.68367,-0.1037271,0.3848519,0.003327113
32.38776,-0.09437997,0.3837066,0.003261986
33.09184,-0.08586042,0.3827684,0.003210522
33.79592,-0.07721005,0.3818829,0.003162238
34.5,-0.06868591,0.3810049,0.00311447
