z,U_0,U_1,U_2
3.634307e-18,1.013727e-16,-4.632019e-17,1.262731e-19
0.7040816,2.268869,-0.8678397,0.1986942
1.408163,2.761755,-0.3168374,0.2685526
2.112245,3.136827,0.08985565,0.3456928
2.816327,3.423564,0.4049802,0.4389411
3.520408,3.650066,0.688341,0.4940678
4.22449,3.82845,0.91024,0.5046056
4.928571,3.968906,1.078824,0.5021273
5.632653,4.090206,1.228226,0.4856723
6.336735,4.196187,1.351466,0.4661599
7.040816,4.29113,1.457366,0.4423954
7.744898,4.377038,1.548519,0.4161019
8.44898,4.455126,1.626955,0.388705
9.153061,4.526535,1.694606,0.3612173
9.857143,4.592076,1.753063,0.3344302
10.56122,4.652403,1.803661,0.3089449
11.26531,4.708048,1.847622,0.2850249
11.96939,4.759644,1.886128,0.2628545
12.67347,4.80764,1.920061,0.2424811
13.37755,4.852781,1.950382,0.2237395
14.08163,4.894387,1.977077,0.2069816
14.78571,4.929779,1.998899,0.1931375
15.4898,4.970754,2.0233,0.1776649
16.19388,5.005662,2.043228,0.1653258
16.89796,5.038545,2.061318,0.1539404
17.60204,5.069696,2.078113,0.1438475
18.30612,5.099186,2.09358,0.1346261
19.0102,5.126991,2.107794,0.1264595
19.71429,5.153499,2.121105,0.1190844
20.41837,5.178633,2.133443,0.1122876
21.12245,5.202355,2.14498,0.1062525
21.82653,5.221098,2.153951,0.1017274
22.53061,5.245515,2.165606,0.09616697
23.23469,5.266871,2.175523,0.09140345
23.93878,5.285957,2.184506,0.08733994
24.64286,5.304007,2.192711,0.08411116
25.34694,5.32133,2.200525,0.08089149
26.05102,5.337334,2.207854,0.07806074
26.7551,5.352412,2.214566,0.07575593
27.45918,5.366885,2.220971,0.07347247
28.16327,5.379957,2.22684,0.07154449
28.86735,5.39225,2.232228,0.06998623
29.57143,5.403928,2.237317,0.06845618
30.27551,5.414293,2.241897,0.06717942
30.97959,5.423981,2.246091,0.06621235
31.68367,5.432913,2.24993,0.06530044
32.38776,5.440755,2.253342,0.06454387
33.09184,5.448033,2.256458,0.06406256
33.79592,5.45424,2.25908,0.06361354
34.5,5.459719,2.261409,0.06321351
