z,p,k,epsilon
0,-4.833571,0.1928006,0.731883
0.7040816,-4.817465,0.3978206,0.09991159
1.408163,-4.886098,0.5138792,0.1014313
2.112245,-4.974306,0.6019268,0.1200014
2.816327,-5.073743,0.7320056,0.1743056
3.520408,-5.165052,1.107697,0.4008692
4.22449,-5.091892,1.817527,1.050665
4.928571,-4.733365,1.946845,1.212718
5.632653,-4.322547,1.466849,0.6070334
6.336735,-3.909258,1.172912,0.2925817
7.040816,-3.508072,0.9993695,0.160364
7.744898,-3.131821,0.867381,0.09527997
8.44898,-2.789129,0.7613205,0.05996116
9.153061,-2.482816,0.6779575,0.04003519
9.857143,-2.211983,0.6137049,0.02831935
10.56122,-1.974611,0.5649944,0.02122505
11.26531,-1.767483,0.5284008,0.01677631
11.96939,-1.586328,0.5009971,0.01387265
12.67347,-1.427478,0.4804786,0.0118953
13.37755,-1.287382,0.4650185,0.01048504
14.08163,-1.164121,0.4534332,0.009449109
14.78571,-1.059033,0.4448629,0.008679112
15.4898,-0.9596425,0.437273,0.007984003
16.19388,-0.8745652,0.4316178,0.007449101
16.89796,-0.7988733,0.4268888,0.006992153
17.60204,-0.7309926,0.4228868,0.006596739
18.30612,-0.6692905,0.4194197,0.006250285
19.0102,-0.6155047,0.4163704,0.005944853
19.71429,-0.5665267,0.4136354,0.005672283
20.41837,-0.5215581,0.4111099,0.005424189
21.12245,-0.4797284,0.4087677,0.005199267
21.82653,-0.442922,0.4066103,0.004997894
22.53061,-0.4124953,0.4045246,0.004811532
23.23469,-0.3823368,0.4025193,0.004637559
23.93878,-0.351832,0.4005279,0.004466697
24.64286,-0.3276942,0.3987251,0.004323644
25.34694,-0.3039576,0.3969344,0.004184011
26.05102,-0.2810829,0.3951949,0.004051273
26.7551,-0.2617907,0.3935865,0.003937624
27.45918,-0.2426764,0.3919847,0.003825414
28.16327,-0.2241361,0.3904398,0.003719694
28.86735,-0.2078184,0.3890383,0.00363001
29.57143,-0.1916351,0.3876437,0.003541281
30.27551,-0.1755787,0.3863063,0.003457692
30.97959,-0.1614381,0.3851397,0.003388537
31.68367,-0.1475743,0.3839905,0.003320904
32.38776,-0.1336454,0.3828847,0.00325637
33.09184,-0.1214616,0.3819787,0.003205419
33.79592,-0.1098125,0.3811192,0.003157526
34.5,-0.0981257,0.380269,0.003110179
