z,p,k,epsilon
0,3.80552,0.2011389,0.779747
0.7040816,3.81205,0.5538224,0.1498524
1.408163,3.888483,0.631083,0.1259407
2.112245,4.043576,0.6703164,0.1050331
2.816327,4.194288,0.7347803,0.0979674
3.520408,4.148417,0.8068765,0.09803932
4.22449,3.64694,0.789882,0.08112437
4.928571,3.060946,0.715438,0.05834619
5.632653,2.571251,0.6594025,0.04428519
6.336735,2.229717,0.6175378,0.03497328
7.040816,1.901309,0.5877952,0.02885445
7.744898,1.612664,0.5640466,0.02438314
8.44898,1.359784,0.5443164,0.02097418
9.153061,1.139658,0.5276144,0.01830953
9.857143,0.9495948,0.5132831,0.016183
10.56122,0.7870047,0.5009339,0.01446343
11.26531,0.6490161,0.4901823,0.01304947
11.96939,0.5320958,0.4807854,0.0118701
12.67347,0.4333664,0.4725396,0.01087577
13.37755,0.3496767,0.4652239,0.01002358
14.08163,0.2800834,0.4588623,0.009302874
14.78571,0.2265632,0.4536917,0.008732686
15.4898,0.171091,0.4479519,0.008117144
16.19388,0.1295384,0.443342,0.007633045
16.89796,0.09562364,0.4390729,0.007200405
17.60204,0.0655757,0.4352165,0.006815604
18.30612,0.04092034,0.4315924,0.006467761
19.0102,0.02056172,0.4282694,0.006155579
19.71429,0.003059852,0.4251536,0.005872007
20.41837,-0.01094509,0.4221902,0.005612138
21.12245,-0.02346627,0.4194096,0.005376243
21.82653,-0.0314737,0.4172037,0.005194251
22.53061,-0.0403152,0.4143389,0.004964989
23.23469,-0.04625452,0.4118376,0.004774272
23.93878,-0.0530711,0.4094311,0.004598864
24.64286,-0.05565723,0.4072076,0.004439619
25.34694,-0.05860443,0.4050549,0.004290915
26.05102,-0.06190788,0.4029843,0.004155578
26.7551,-0.0622127,0.4010015,0.004028315
27.45918,-0.06301051,0.3990819,0.003908593
28.16327,-0.06404984,0.3972569,0.003801053
28.86735,-0.06290221,0.3955161,0.003699722
29.57143,-0.06209678,0.3938474,0.003604897
30.27551,-0.06147065,0.3922871,0.003520518
30.97959,-0.05923953,0.3908104,0.003441204
31.68367,-0.05725897,0.3894313,0.003368705
32.38776,-0.05560254,0.3881638,0.003304386
33.09184,-0.05286505,0.386975,0.003244335
33.79592,-0.04960636,0.3859337,0.003192715
34.5,-0.04652257,0.38499,0.00314674
