z,U_0,U_1,U_2
1.816559e-18,3.896058e-17,-1.483885e-17,8.199524e-20
0.7040816,1.171548,0.1749971,0.1190728
1.408163,1.083342,0.922304,0.1742126
2.112245,0.9530934,1.551907,0.2845713
2.816327,0.8276647,2.070029,0.4478377
3.520408,0.7163375,2.547399,0.5991754
4.22449,0.6242053,2.973775,0.6791173
4.928571,0.5483387,3.325817,0.7006963
5.632653,0.4815081,3.621938,0.6894637
6.336735,0.4232039,3.866656,0.6655668
7.040816,0.3715561,4.074985,0.6343913
7.744898,0.3258508,4.254649,0.5996707
8.44898,0.2855301,4.411079,0.5635243
9.153061,0.2500864,4.548298,0.5272772
9.857143,0.2191521,4.669509,0.4917424
10.56122,0.1921557,4.776886,0.4576832
11.26531,0.1686453,4.872606,0.4253219
11.96939,0.1480694,4.95843,0.3949821
12.67347,0.1301602,5.035831,0.3667072
13.37755,0.114502,5.106471,0.3403227
14.08163,0.1010922,5.169868,0.31635
14.78571,0.08925395,5.227885,0.2942672
15.4898,0.07901908,5.28085,0.2742304
16.19388,0.06996195,5.330993,0.255418
16.89796,0.06224752,5.376778,0.2384536
17.60204,0.0553005,5.419286,0.2230277
18.30612,0.04920491,5.45924,0.2087615
19.0102,0.04401265,5.49558,0.1961399
19.71429,0.03936879,5.529868,0.184579
20.41837,0.0353377,5.562112,0.1739312
21.12245,0.03165866,5.592383,0.1642338
21.82653,0.02840067,5.620675,0.1554737
22.53061,0.02578202,5.645939,0.1481082
23.23469,0.02320257,5.67076,0.1410171
23.93878,0.02070335,5.69588,0.1338185
24.64286,0.01884266,5.716657,0.1285746
25.34694,0.01697792,5.737392,0.1233356
26.05102,0.01527846,5.757549,0.1183086
26.7551,0.01390662,5.774606,0.1144654
27.45918,0.01253479,5.791662,0.1106222
28.16327,0.01130115,5.808022,0.1070087
28.86735,0.01028511,5.821648,0.1043148
29.57143,0.00926907,5.835275,0.1016209
30.27551,0.008341918,5.848419,0.09906211
30.97959,0.007589802,5.858783,0.09730895
31.68367,0.006837685,5.869146,0.09555578
32.38776,0.006118532,5.879452,0.09380434
33.09184,0.005578895,5.886768,0.09278034
33.79592,0.00503768,5.893987,0.09176731
34.5,0.004496465,5.901205,0.09075427
