z,U_0,U_1,U_2
0,0,0,0
0.7040816,0.4820902,-0.8555809,0.1245762
1.408163,0.4542495,-0.9061425,0.2381149
2.112245,0.4175872,-0.8944649,0.346674
2.816327,0.3639031,-0.9073928,0.4521635
3.520408,0.2887193,-0.9484757,0.4954948
4.22449,0.2057667,-0.9227063,0.4580045
4.928571,0.1354137,-0.7733779,0.3936125
5.632653,0.09234909,-0.4729455,0.32883
6.336735,0.09229581,0.045453,0.2578359
7.040816,0.1387158,0.9754928,0.1850578
7.744898,0.1964012,2.528945,0.1883412
8.44898,0.200922,4.177532,0.3283756
9.153061,0.1685666,4.864306,0.3806145
9.857143,0.1425678,5.054097,0.3559584
10.56122,0.122151,5.155468,0.3221403
11.26531,0.1046914,5.231409,0.2909471
11.96939,0.0895833,5.292845,0.2635517
12.67347,0.0766226,5.344138,0.2395238
13.37755,0.06550862,5.388238,0.2182563
14.08163,0.05619509,5.426281,0.1997462
14.78571,0.04820115,5.460219,0.183471
15.4898,0.04146359,5.490926,0.169112
16.19388,0.03569035,5.519676,0.1560318
16.89796,0.0308468,5.546373,0.1447461
17.60204,0.02668517,5.571524,0.1345687
18.30612,0.02312132,5.595515,0.125589
19.0102,0.02018811,5.617948,0.1179568
19.71429,0.01768366,5.639508,0.1109082
20.41837,0.01553128,5.660144,0.1046975
21.12245,0.01367683,5.679662,0.0991248
21.82653,0.012324,5.695475,0.09507919
22.53061,0.01114267,5.714299,0.09041466
23.23469,0.009862386,5.733298,0.08601116
23.93878,0.008330995,5.750222,0.08234867
24.64286,0.007262761,5.765204,0.07976374
25.34694,0.006526972,5.780023,0.07715529
26.05102,0.005913239,5.794474,0.0745857
26.7551,0.005152553,5.806984,0.07293959
27.45918,0.004676024,5.819469,0.07121473
28.16327,0.00424216,5.831467,0.06956005
28.86735,0.003709853,5.841566,0.06854688
29.57143,0.003376285,5.851645,0.06748447
30.27551,0.003079002,5.861362,0.06645117
30.97959,0.002709571,5.869014,0.06594074
31.68367,0.002459218,5.876652,0.06540373
32.38776,0.002258188,5.884128,0.06485613
33.09184,0.002019834,5.889542,0.06465657
33.79592,0.001830252,5.894766,0.06447459
34.5,0.001706322,5.899982,0.06427938
