z,U_0,U_1,U_2
0,0,0,0
0.7040816,0.01038738,2.774737,-0.1669114
1.408163,-0.03479772,3.225799,-0.3253911
2.112245,-0.001920713,3.746119,-0.3878627
2.816327,0.03035078,4.173512,-0.4503087
3.520408,-0.07183637,4.417403,-0.5562993
4.22449,-0.3447796,4.525257,-0.622757
4.928571,-0.706463,4.601479,-0.5505431
5.632653,-0.9807041,4.652135,-0.320955
6.336735,-1.049494,4.689129,-0.04078346
7.040816,-0.9577238,4.742446,0.1669261
7.744898,-0.8206095,4.810218,0.2752943
8.44898,-0.6849871,4.885106,0.325531
9.153061,-0.5716255,4.95726,0.3391608
9.857143,-0.479651,5.023528,0.3366378
10.56122,-0.405376,5.084073,0.3258654
11.26531,-0.3451045,5.139699,0.3109669
11.96939,-0.2956335,5.191212,0.2943298
12.67347,-0.2547475,5.239152,0.2773385
13.37755,-0.2204124,5.284389,0.2603976
14.08163,-0.1920036,5.326104,0.2445153
14.78571,-0.1703686,5.361206,0.2311306
15.4898,-0.1467041,5.403218,0.2147472
16.19388,-0.1290574,5.438674,0.201515
16.89796,-0.1138723,5.472266,0.1893597
17.60204,-0.1006877,5.503822,0.1781055
18.30612,-0.08919773,5.534063,0.1675496
19.0102,-0.07940902,5.562471,0.1580638
19.71429,-0.07080593,5.589598,0.149421
20.41837,-0.06321994,5.615383,0.1415423
21.12245,-0.0565654,5.639575,0.1342409
21.82653,-0.05162764,5.659121,0.1286627
22.53061,-0.0457028,5.683911,0.1217583
23.23469,-0.04072295,5.705639,0.1163758
23.93878,-0.03646093,5.725345,0.1110491
24.64286,-0.03307209,5.743916,0.1067012
25.34694,-0.02968814,5.761714,0.1028912
26.05102,-0.02672463,5.778023,0.09926667
26.7551,-0.02427692,5.793519,0.09615218
27.45918,-0.02180461,5.808349,0.09338955
28.16327,-0.01968587,5.821629,0.09084373
28.86735,-0.01789344,5.834208,0.08868361
29.57143,-0.01607464,5.846126,0.08678062
30.27551,-0.01451343,5.856602,0.08506001
30.97959,-0.01319893,5.866436,0.08365409
31.68367,-0.01186946,5.875493,0.08246721
32.38776,-0.01069926,5.883365,0.08139657
33.09184,-0.009732129,5.890635,0.08061477
33.79592,-0.00881033,5.896885,0.07995917
34.5,-0.007974847,5.902345,0.07936982
