z,p,k,epsilon
0,4.270359,0.2779545,1.266512
0.7040816,4.297007,0.7338151,0.2172958
1.408163,4.254823,0.9584757,0.2379337
2.112245,4.30171,1.042326,0.2249202
2.816327,4.289664,1.036771,0.187459
3.520408,4.067981,0.967302,0.1405772
4.22449,3.725755,0.8723701,0.09961376
4.928571,3.264607,0.7906623,0.07184359
5.632653,2.956486,0.7279816,0.05381812
6.336735,2.613828,0.6806104,0.04217459
7.040816,2.294481,0.6426659,0.03408841
7.744898,2.000903,0.6112007,0.0282217
8.44898,1.734754,0.5845603,0.0238245
9.153061,1.49648,0.5617521,0.0204456
9.857143,1.285303,0.5420564,0.01779239
10.56122,1.100202,0.5251052,0.01568586
11.26531,0.9394654,0.5104435,0.01398322
11.96939,0.8000833,0.4978059,0.0125926
12.67347,0.6797218,0.4868193,0.01143788
13.37755,0.5755449,0.4771725,0.01046257
14.08163,0.4870385,0.4688202,0.009644882
14.78571,0.409344,0.4615059,0.008946026
15.4898,0.3465389,0.4550559,0.008345287
16.19388,0.2908362,0.4491511,0.00780924
16.89796,0.2433526,0.4439173,0.007341577
17.60204,0.2028046,0.4391343,0.006924069
18.30612,0.1674345,0.4347722,0.006549574
19.0102,0.1384391,0.4308828,0.006223609
19.71429,0.1137655,0.4272237,0.005925507
20.41837,0.09224771,0.4238292,0.005654151
21.12245,0.07397732,0.4206808,0.005408422
21.82653,0.06088996,0.4181969,0.005219128
22.53061,0.04897823,0.4153661,0.005013958
23.23469,0.03703406,0.4124892,0.00480768
23.93878,0.0257376,0.4096597,0.004606515
24.64286,0.01917134,0.4073374,0.004453602
25.34694,0.01270362,0.4050429,0.004302565
26.05102,0.00731154,0.4027952,0.004156808
26.7551,0.003631275,0.400781,0.004035764
27.45918,0.0001345776,0.3987766,0.003914928
28.16327,-0.00256182,0.3968282,0.003799616
28.86735,-0.004320855,0.3951033,0.003704198
29.57143,-0.005958116,0.3933846,0.003608901
30.27551,-0.007064978,0.3917102,0.003517191
30.97959,-0.007489715,0.3902981,0.003444491
31.68367,-0.007845084,0.3888894,0.00337185
32.38776,-0.007985673,0.387502,0.003300573
33.09184,-0.007597758,0.3864148,0.00324748
33.79592,-0.007310542,0.3853546,0.003195854
34.5,-0.00694589,0.3842976,0.003144282
