z,U_0,U_1,U_2
0,0,0,0
0.7040816,0.04769625,1.391372,-0.004269302
1.408163,-0.05837534,1.465172,0.1419601
2.112245,-0.1224031,1.48394,0.3328416
2.816327,-0.1886366,1.338825,0.5498234
3.520408,-0.1615066,1.030429,0.6651741
4.22449,0.02194509,0.8874952,0.6153601
4.928571,0.1608501,0.9387883,0.4789622
5.632653,0.1635219,0.996517,0.3112828
6.336735,-0.003172098,1.289909,0.1129994
7.040816,-0.2562458,2.329109,-0.0519845
7.744898,-0.4002788,3.871639,-0.02779624
8.44898,-0.3875675,4.730294,0.06740644
9.153061,-0.3403714,4.998391,0.1064066
9.857143,-0.2967186,5.116536,0.1199894
10.56122,-0.2577495,5.195473,0.125737
11.26531,-0.2233043,5.256989,0.1279193
11.96939,-0.19318,5.307917,0.1279242
12.67347,-0.167093,5.351775,0.1264112
13.37755,-0.1445037,5.390751,0.1237787
14.08163,-0.1252369,5.425538,0.1203173
14.78571,-0.1093383,5.456163,0.1167655
15.4898,-0.09437539,5.487057,0.1123114
16.19388,-0.08247912,5.515053,0.1083158
16.89796,-0.07201811,5.54144,0.1039448
17.60204,-0.06318985,5.566579,0.1000932
18.30612,-0.05534464,5.590634,0.09599996
19.0102,-0.04883439,5.613394,0.09220064
19.71429,-0.04330781,5.63525,0.08883198
20.41837,-0.03837596,5.656208,0.08542052
21.12245,-0.03411273,5.676267,0.08244194
21.82653,-0.0310236,5.692062,0.08014561
22.53061,-0.02737788,5.712207,0.07757676
23.23469,-0.02416674,5.730895,0.07489988
23.93878,-0.02154242,5.74772,0.07251084
24.64286,-0.0195499,5.763174,0.07072962
25.34694,-0.01750935,5.778244,0.06895893
26.05102,-0.01559328,5.792673,0.06759335
26.7551,-0.01419385,5.805581,0.06637403
27.45918,-0.01271837,5.818276,0.06521337
28.16327,-0.01137181,5.830231,0.06434156
28.86735,-0.01037896,5.840656,0.06359179
29.57143,-0.009327109,5.8509,0.06288693
30.27551,-0.008352058,5.860456,0.06238806
30.97959,-0.007645454,5.868497,0.06205038
31.68367,-0.006918831,5.876257,0.06172515
32.38776,-0.006201501,5.883532,0.06152101
33.09184,-0.005710071,5.889336,0.06148758
33.79592,-0.005246983,5.894641,0.06141483
34.5,-0.004740847,5.899812,0.06139832
