z,p,k,epsilon
0,4.451781,0.2574512,1.128069
0.7040816,4.478941,0.7227941,0.2121241
1.408163,4.420572,0.9529066,0.2358802
2.112245,4.443092,1.04903,0.2282122
2.816327,4.408952,1.048524,0.1924755
3.520408,4.175575,0.9812784,0.1456805
4.22449,3.828221,0.8838994,0.1030182
4.928571,3.407182,0.7996865,0.07388162
5.632653,3.055637,0.7361258,0.05533154
6.336735,2.710012,0.68787,0.04324142
7.040816,2.385333,0.6493074,0.03487523
7.744898,2.084681,0.6173087,0.02882137
8.44898,1.810415,0.5901216,0.02428858
9.153061,1.563557,0.5666898,0.0208016
9.857143,1.343981,0.5463448,0.01806256
10.56122,1.151068,0.5287764,0.01589072
11.26531,0.9830827,0.5136026,0.01414435
11.96939,0.8372843,0.5004722,0.01271687
12.67347,0.7112742,0.4890849,0.01153567
13.37755,0.6021012,0.4790668,0.01053819
14.08163,0.5098692,0.470447,0.009706798
14.78571,0.4305801,0.4629514,0.00900087
15.4898,0.3632435,0.4563796,0.00839793
16.19388,0.3035323,0.4502112,0.007845274
16.89796,0.2547677,0.4447134,0.007366809
17.60204,0.2117267,0.4398717,0.006946885
18.30612,0.1751823,0.4353578,0.006566392
19.0102,0.1451908,0.4313653,0.006237439
19.71429,0.1188769,0.4276737,0.005938201
20.41837,0.09718415,0.4241735,0.005663474
21.12245,0.07767852,0.4209587,0.00541401
21.82653,0.06162706,0.4179566,0.00518823
22.53061,0.05004765,0.4152817,0.004996315
23.23469,0.03867446,0.4126137,0.00480652
23.93878,0.02790932,0.4098347,0.004610621
24.64286,0.02163097,0.4075032,0.004458685
25.34694,0.0147677,0.405188,0.004307156
26.05102,0.00890429,0.4029127,0.004160501
26.7551,0.005194308,0.4008915,0.00403931
27.45918,0.001411804,0.3988719,0.003918153
28.16327,-0.001492427,0.3969077,0.003802316
28.86735,-0.003320472,0.3951793,0.003706831
29.57143,-0.005148517,0.3934509,0.003611345
30.27551,-0.006472784,0.391769,0.003519356
30.97959,-0.006851163,0.390354,0.003446599
31.68367,-0.007324695,0.3889398,0.003373858
32.38776,-0.007798226,0.3875255,0.003301118
33.09184,-0.007246304,0.3864595,0.003249299
33.79592,-0.007027372,0.3853968,0.00319763
34.5,-0.006808441,0.3843341,0.00314596
