z,U_0,U_1,U_2
0,0,0,0
0.7040816,-1.82029,1.011109,0.1091035
1.408163,-1.607766,1.726334,0.1642958
2.112245,-1.392803,2.287832,0.2338177
2.816327,-1.211644,2.700432,0.3266965
3.520408,-1.050435,3.044526,0.4292974
4.22449,-0.9033259,3.361877,0.4962437
4.928571,-0.7764584,3.637278,0.5198426
5.632653,-0.6681274,3.868635,0.5216997
6.336735,-0.577181,4.066136,0.5111511
7.040816,-0.499865,4.23618,0.4946312
7.744898,-0.4342034,4.385157,0.4745627
8.44898,-0.378369,4.516863,0.4524982
9.153061,-0.3304152,4.634206,0.4292871
9.857143,-0.2890707,4.739367,0.4054441
10.56122,-0.2534329,4.833912,0.3818745
11.26531,-0.2226804,4.91928,0.3589883
11.96939,-0.1960424,4.996725,0.3369676
12.67347,-0.172913,5.067325,0.3159913
13.37755,-0.1526912,5.132285,0.2960467
14.08163,-0.1351893,5.191374,0.2774396
14.78571,-0.1204546,5.243708,0.2607689
15.4898,-0.1064195,5.296562,0.2439394
16.19388,-0.09479915,5.343545,0.2290895
16.89796,-0.08447363,5.387182,0.215226
17.60204,-0.07553804,5.428123,0.2026398
18.30612,-0.0674033,5.466452,0.1907801
19.0102,-0.06043385,5.501719,0.1801397
19.71429,-0.05436908,5.535165,0.1703996
20.41837,-0.0488594,5.566558,0.1612899
21.12245,-0.04397481,5.596184,0.1529805
21.82653,-0.04035494,5.619029,0.146753
22.53061,-0.03647,5.646231,0.1396663
23.23469,-0.03255285,5.672749,0.1328421
23.93878,-0.02896848,5.697912,0.1265469
24.64286,-0.02649174,5.719032,0.1216942
25.34694,-0.02395222,5.739473,0.1170388
26.05102,-0.02149744,5.759058,0.1128517
26.7551,-0.01969598,5.776329,0.1092599
27.45918,-0.01778608,5.793179,0.1058524
28.16327,-0.01598542,5.809148,0.1028233
28.86735,-0.01464895,5.822972,0.1002953
29.57143,-0.01322656,5.836462,0.09789861
30.27551,-0.01186076,5.849171,0.09577187
30.97959,-0.01085293,5.859867,0.09411113
31.68367,-0.009815405,5.870149,0.09254332
32.38776,-0.008754936,5.879875,0.09114538
33.09184,-0.007992191,5.887715,0.09017459
33.79592,-0.007272952,5.894891,0.08925913
34.5,-0.006468341,5.901846,0.08844152
