z,p,k,epsilon
0,-2.335171,1.198179,11.33642
0.7040816,-2.395945,1.131063,0.5283411
1.408163,-2.528396,1.163497,0.3461341
2.112245,-2.417456,1.064058,0.2388189
2.816327,-2.234682,0.9388129,0.1671752
3.520408,-1.811907,0.8508184,0.1215537
4.22449,-1.167007,0.7999343,0.08824661
4.928571,-0.5748703,0.743828,0.06415717
5.632653,-0.1991049,0.6849502,0.04749807
6.336735,0.05008476,0.635554,0.0366998
7.040816,0.1654891,0.5973637,0.02955227
7.744898,0.2128434,0.5679715,0.02458131
8.44898,0.2205447,0.544875,0.02095099
9.153061,0.2065407,0.5262637,0.01819492
9.857143,0.1824192,0.5110261,0.01604635
10.56122,0.1536769,0.49825,0.01432702
11.26531,0.1243726,0.4873935,0.01292574
11.96939,0.09603868,0.4780024,0.01175945
12.67347,0.07007781,0.4698444,0.01077863
13.37755,0.04682495,0.4626597,0.009939417
14.08163,0.02676163,0.4564151,0.009228689
14.78571,0.01047617,0.4514415,0.008678661
15.4898,-0.005661724,0.4457064,0.008058221
16.19388,-0.01821411,0.4411312,0.007574653
16.89796,-0.02867966,0.4369321,0.00714731
17.60204,-0.03702201,0.4331227,0.00676977
18.30612,-0.0442,0.4295881,0.006427014
19.0102,-0.04922293,0.4262728,0.006116942
19.71429,-0.05367779,0.4231616,0.005832963
20.41837,-0.05681872,0.4202281,0.005576517
21.12245,-0.05919562,0.4174713,0.00534384
21.82653,-0.06120764,0.4151216,0.005149502
22.53061,-0.06030983,0.4123541,0.004932564
23.23469,-0.06114024,0.4099991,0.004750698
23.93878,-0.06077656,0.4076002,0.004573654
24.64286,-0.05850725,0.4053925,0.004417881
25.34694,-0.0576481,0.4032825,0.004271168
26.05102,-0.05606434,0.4012044,0.004134379
26.7551,-0.0533479,0.3992565,0.004010579
27.45918,-0.05158036,0.397374,0.003892441
28.16327,-0.04914213,0.3955503,0.003783747
28.86735,-0.04608486,0.3938575,0.003685634
29.57143,-0.0437832,0.3922243,0.00359209
30.27551,-0.0410362,0.3906683,0.00350667
30.97959,-0.03772539,0.3892443,0.003430281
31.68367,-0.03505056,0.3878962,0.0033588
32.38776,-0.03206946,0.3866289,0.003293398
33.09184,-0.02855717,0.3854942,0.00323604
33.79592,-0.02588628,0.3844768,0.003185163
34.5,-0.02314986,0.3835205,0.00313786
