z,p,k,epsilon
1.817799e-18,-2.656189,0.6006568,4.022991
0.7040816,-2.695974,0.705714,0.2668882
1.408163,-2.735185,0.8160503,0.232988
2.112245,-2.774108,0.8491036,0.2258026
2.816327,-2.805729,0.8449537,0.2209961
3.520408,-2.862531,0.8458662,0.2350076
4.22449,-2.935186,0.8970883,0.2900996
4.928571,-2.975915,0.9937127,0.3801821
5.632653,-2.983636,1.085256,0.4677854
6.336735,-2.924043,1.098021,0.4709178
7.040816,-2.775968,1.006478,0.3367418
7.744898,-2.572401,0.9011715,0.1902233
8.44898,-2.362454,0.8267783,0.1105209
9.153061,-2.163477,0.7637271,0.06993952
9.857143,-1.97913,0.7052547,0.04723438
10.56122,-1.810105,0.6529395,0.03364164
11.26531,-1.656185,0.6082566,0.02516044
11.96939,-1.515822,0.5712307,0.01968849
12.67347,-1.387903,0.5409796,0.01601353
13.37755,-1.270836,0.5163419,0.01345302
14.08163,-1.165826,0.496604,0.01163003
14.78571,-1.078685,0.481738,0.01037284
15.4898,-0.9831624,0.4679821,0.009279026
16.19388,-0.9024283,0.4572039,0.008452546
16.89796,-0.8301541,0.4482366,0.007780018
17.60204,-0.7644243,0.4408031,0.007229172
18.30612,-0.7038342,0.4344005,0.006758306
19.0102,-0.6499978,0.4290545,0.006366151
19.71429,-0.6004197,0.4243558,0.006022651
20.41837,-0.5543571,0.4201099,0.005714934
21.12245,-0.5115414,0.4163196,0.005440894
21.82653,-0.4760324,0.4132288,0.005219343
22.53061,-0.4427072,0.4102739,0.005013265
23.23469,-0.4080325,0.4072907,0.004805615
23.93878,-0.3719058,0.4042323,0.004593857
24.64286,-0.3451655,0.4018217,0.004436297
25.34694,-0.3191602,0.3994625,0.004281516
26.05102,-0.2937379,0.3971545,0.004132182
26.7551,-0.272096,0.395159,0.004010079
27.45918,-0.2509162,0.393171,0.003888298
28.16327,-0.2302026,0.3912458,0.003772256
28.86735,-0.2121364,0.3895891,0.003677368
29.57143,-0.1944653,0.3879323,0.003582577
30.27551,-0.1770532,0.3863217,0.003491422
30.97959,-0.161618,0.3850015,0.003419923
31.68367,-0.1465799,0.3836772,0.003348412
32.38776,-0.1314896,0.3823727,0.003278211
33.09184,-0.1181063,0.3813801,0.003226475
33.79592,-0.1052536,0.3804083,0.003176125
34.5,-0.09240091,0.3794365,0.003125775
