z,U_0,U_1,U_2
0,0,0,0
0.7040816,0.2963935,2.389234,-0.07997041
1.408163,0.2634286,2.920927,-0.1739625
2.112245,0.2543973,3.391947,-0.2512486
2.816327,0.23277,3.79226,-0.2998434
3.520408,0.1716846,4.021911,-0.3300782
4.22449,0.06976872,4.065253,-0.3582284
4.928571,-0.07847617,4.037239,-0.3850683
5.632653,-0.2791664,4.15558,-0.374227
6.336735,-0.4761284,4.486268,-0.27202
7.040816,-0.5757407,4.762664,-0.1140618
7.744898,-0.5811046,4.932177,0.01326723
8.44898,-0.5356135,5.027168,0.09490048
9.153061,-0.4744778,5.096789,0.1441177
9.857143,-0.413021,5.154528,0.1718508
10.56122,-0.3572725,5.204783,0.1860085
11.26531,-0.3086043,5.249817,0.1915404
11.96939,-0.2667666,5.290937,0.1918632
12.67347,-0.2309447,5.32904,0.1886522
13.37755,-0.2001877,5.365007,0.1831004
14.08163,-0.1743803,5.398386,0.1763265
14.78571,-0.1549014,5.426353,0.1700461
15.4898,-0.1329709,5.460752,0.161198
16.19388,-0.1167545,5.490193,0.1532388
16.89796,-0.1028229,5.518157,0.1458355
17.60204,-0.09079652,5.544728,0.1386406
18.30612,-0.08028956,5.570509,0.1316059
19.0102,-0.07135057,5.595037,0.1253436
19.71429,-0.06349445,5.618806,0.1193565
20.41837,-0.05663702,5.641338,0.1139061
21.12245,-0.05062109,5.662677,0.1088682
21.82653,-0.04605707,5.680512,0.1048027
22.53061,-0.04080525,5.702572,0.09994326
23.23469,-0.0365603,5.721366,0.09619322
23.93878,-0.03266156,5.739469,0.09227137
24.64286,-0.02954044,5.756364,0.08923991
25.34694,-0.02646042,5.772582,0.08644646
26.05102,-0.02386967,5.787461,0.08387676
26.7551,-0.02161601,5.801666,0.08173764
27.45918,-0.01937336,5.815275,0.07974817
28.16327,-0.01753834,5.827473,0.07798328
28.86735,-0.01589993,5.839042,0.07653648
29.57143,-0.01426517,5.850012,0.07520486
30.27551,-0.01292769,5.859658,0.07405891
30.97959,-0.01173924,5.8687,0.0731816
31.68367,-0.01056021,5.877028,0.07240716
32.38776,-0.009570985,5.884261,0.07174547
33.09184,-0.008724977,5.890917,0.07132606
33.79592,-0.007913752,5.896637,0.07096365
34.5,-0.007211737,5.901644,0.07063762
