z,p,k,epsilon
1.816559e-18,-3.37805,0.1189869,0.354789
0.7040816,-3.354522,0.304135,0.06175771
1.408163,-3.410279,0.4135687,0.0618586
2.112245,-3.507625,0.5015804,0.06892263
2.816327,-3.6387,0.5724065,0.0778782
3.520408,-3.761351,0.6232126,0.08554702
4.22449,-3.810202,0.6626429,0.09341015
4.928571,-3.794515,0.7135734,0.1102065
5.632653,-3.772925,0.8247089,0.1612363
6.336735,-3.74156,1.089524,0.3296466
7.040816,-3.665101,1.530194,0.74017
7.744898,-3.456216,1.606228,0.9194545
8.44898,-3.131409,1.099554,0.4067402
9.153061,-2.820248,0.8812299,0.1492308
9.857143,-2.543342,0.8203662,0.08283972
10.56122,-2.294861,0.769126,0.05542802
11.26531,-2.071705,0.7157124,0.0396933
11.96939,-1.872066,0.6647251,0.02955655
12.67347,-1.693805,0.6194192,0.02276796
13.37755,-1.533605,0.5806711,0.01810629
14.08163,-1.39239,0.5488946,0.01488417
14.78571,-1.264943,0.5228323,0.01259545
15.4898,-1.153827,0.5019733,0.01096004
16.19388,-1.050281,0.4842869,0.009661498
16.89796,-0.9587726,0.469942,0.008668613
17.60204,-0.8765478,0.4581156,0.007883096
18.30612,-0.8014611,0.4481656,0.007241474
19.0102,-0.7358605,0.4402362,0.006739593
19.71429,-0.6758672,0.4334137,0.006310335
20.41837,-0.6208111,0.4274641,0.005938224
21.12245,-0.5701497,0.4222972,0.005615018
21.82653,-0.5247541,0.4178445,0.005337086
22.53061,-0.4861205,0.4141176,0.005106715
23.23469,-0.448436,0.4105472,0.0048861
23.93878,-0.410157,0.406927,0.004663322
24.64286,-0.380216,0.404153,0.004496697
25.34694,-0.3503959,0.4013949,0.004330808
26.05102,-0.3214776,0.3987227,0.004171326
26.7551,-0.297537,0.3965076,0.004043734
27.45918,-0.2735964,0.3942925,0.003916142
28.16327,-0.2504687,0.392165,0.003794851
28.86735,-0.2307828,0.3903782,0.003696899
29.57143,-0.2110969,0.3885914,0.003598947
30.27551,-0.1918486,0.3868628,0.003504851
30.97959,-0.1753316,0.3854646,0.003431619
31.68367,-0.1588147,0.3840663,0.003358386
32.38776,-0.1423041,0.3826763,0.003285655
33.09184,-0.1281975,0.3816518,0.003233756
33.79592,-0.1141871,0.3806396,0.00318249
34.5,-0.1001766,0.3796273,0.003131224
