z,U_0,U_1,U_2
0,0,0,0
0.7040816,-2.191091,2.802286,0.1447296
1.408163,-1.771446,3.348492,0.07728241
2.112245,-1.474713,3.715947,0.06262974
2.816327,-1.254003,3.972707,0.06200682
3.520408,-1.13489,4.107812,0.05615101
4.22449,-1.08491,4.168515,0.103718
4.928571,-1.008284,4.220512,0.1934028
5.632653,-0.8944113,4.297248,0.2729312
6.336735,-0.7778452,4.392484,0.3231483
7.040816,-0.6716392,4.493764,0.3506422
7.744898,-0.579304,4.594189,0.3617325
8.44898,-0.500375,4.690225,0.3617051
9.153061,-0.4332641,4.780261,0.3544198
9.857143,-0.3763526,4.863588,0.3427851
10.56122,-0.3279411,4.940516,0.3284248
11.26531,-0.28667,5.011328,0.3126836
11.96939,-0.2512524,5.076758,0.2963066
12.67347,-0.2208132,5.137204,0.2799886
13.37755,-0.1944038,5.193573,0.2639991
14.08163,-0.1718808,5.245048,0.2489478
14.78571,-0.154468,5.287516,0.2361602
15.4898,-0.1346658,5.338651,0.2206652
16.19388,-0.1197326,5.381032,0.2080818
16.89796,-0.1066775,5.420558,0.1961279
17.60204,-0.09525892,5.457415,0.1851363
18.30612,-0.08514488,5.492426,0.1750131
19.0102,-0.0763688,5.525045,0.165663
19.71429,-0.06856372,5.556174,0.1570634
20.41837,-0.06165729,5.585319,0.1490921
21.12245,-0.05549073,5.61259,0.1417671
21.82653,-0.05052773,5.636008,0.1358606
22.53061,-0.04519336,5.662619,0.1290652
23.23469,-0.04074685,5.685775,0.1237482
23.93878,-0.03642119,5.708298,0.1183228
24.64286,-0.03314841,5.728462,0.1139298
25.34694,-0.02994646,5.748002,0.1099085
26.05102,-0.0270232,5.766247,0.1060081
26.7551,-0.02461378,5.782915,0.1028205
27.45918,-0.02223599,5.799105,0.09985571
28.16327,-0.02010057,5.813939,0.09705847
28.86735,-0.01830185,5.827387,0.09482367
29.57143,-0.01652392,5.840375,0.09274776
30.27551,-0.01492012,5.852128,0.09081399
30.97959,-0.01357721,5.862598,0.08933491
31.68367,-0.01225529,5.872492,0.08801061
32.38776,-0.011031,5.881426,0.08677744
33.09184,-0.01004049,5.889141,0.08590525
33.79592,-0.009089964,5.896022,0.08517194
34.5,-0.008196385,5.90234,0.08447387
